x,y,pest_class,pest_class_num
0.650000000000006,40.65,>20,4
0.75,40.65,1,1
0.850000000000023,40.65,>20,4
8.15000000000001,40.65,2–10,2
8.25,40.65,2–10,2
9.05000000000001,40.65,2–10,2
14.35,40.65,11–20,3
14.45,40.65,11–20,3
14.55,40.65,2–10,2
14.65,40.65,1,1
15.15,40.65,1,1
15.25,40.65,1,1
15.45,40.65,1,1
16.25,40.65,1,1
16.45,40.65,2–10,2
16.65,40.65,2–10,2
16.85,40.65,1,1
17.25,40.65,1,1
17.35,40.65,1,1
17.75,40.65,1,1
17.85,40.65,1,1
17.95,40.65,2–10,2
22.05,40.65,1,1
22.85,40.65,1,1
23.15,40.65,2–10,2
24.55,40.65,1,1
71.45,40.65,1,1
140.25,40.65,2–10,2
140.35,40.65,2–10,2
140.45,40.65,1,1
140.85,40.65,1,1
141.35,40.65,1,1
-124.25,40.55,2–10,2
-123.45,40.55,1,1
-122.35,40.55,>20,4
-122.25,40.55,1,1
-121.55,40.55,>20,4
-121.45,40.55,2–10,2
-121.35,40.55,2–10,2
-121.25,40.55,2–10,2
-121.15,40.55,2–10,2
-112.25,40.55,1,1
-111.75,40.55,2–10,2
-111.65,40.55,>20,4
-110.85,40.55,1,1
-110.55,40.55,1,1
-109.05,40.55,1,1
-106.75,40.55,1,1
-105.95,40.55,2–10,2
-105.85,40.55,11–20,3
-105.65,40.55,2–10,2
-105.55,40.55,2–10,2
-105.25,40.55,2–10,2
-105.15,40.55,>20,4
-105.05,40.55,>20,4
-104.95,40.55,2–10,2
-97.95,40.55,1,1
-94.15,40.55,2–10,2
-94.05,40.55,1,1
-93.35,40.55,1,1
-91.85,40.55,1,1
-91.45,40.55,1,1
-90.05,40.55,11–20,3
-89.95,40.55,2–10,2
-89.85,40.55,1,1
-89.35,40.55,1,1
-89.25,40.55,1,1
-86.75,40.55,2–10,2
-84.55,40.55,1,1
-83.85,40.55,1,1
-83.65,40.55,1,1
-83.15,40.55,1,1
-82.25,40.55,1,1
-81.25,40.55,2–10,2
-81.15,40.55,1,1
-80.75,40.55,1,1
-80.65,40.55,1,1
-80.55,40.55,1,1
-80.45,40.55,11–20,3
-80.35,40.55,11–20,3
-80.15,40.55,>20,4
-79.95,40.55,>20,4
-79.05,40.55,11–20,3
-78.15,40.55,1,1
-77.85,40.55,1,1
-77.45,40.55,1,1
-77.35,40.55,2–10,2
-77.25,40.55,1,1
-76.55,40.55,1,1
-76.45,40.55,1,1
-75.45,40.55,11–20,3
-75.25,40.55,1,1
-75.15,40.55,2–10,2
-75.05,40.55,11–20,3
-74.95,40.55,2–10,2
-74.85,40.55,11–20,3
-74.75,40.55,>20,4
-74.65,40.55,>20,4
-74.55,40.55,>20,4
-74.45,40.55,>20,4
-74.25,40.55,>20,4
-74.15,40.55,>20,4
-74.05,40.55,11–20,3
-73.65,40.55,1,1
-73.55,40.55,>20,4
-8.75,40.55,>20,4
-8.54999999999998,40.55,2–10,2
-8.44999999999999,40.55,1,1
-7.54999999999998,40.55,>20,4
-7.44999999999999,40.55,1,1
-7.25,40.55,1,1
-6.84999999999999,40.55,>20,4
-6.75,40.55,>20,4
-6.64999999999998,40.55,>20,4
-6.54999999999998,40.55,>20,4
-6.34999999999999,40.55,>20,4
-6.25,40.55,>20,4
-6.14999999999998,40.55,>20,4
-6.04999999999998,40.55,>20,4
-5.94999999999999,40.55,>20,4
-5.84999999999999,40.55,>20,4
-5.14999999999998,40.55,>20,4
-5.04999999999998,40.55,>20,4
-4.94999999999999,40.55,>20,4
-4.84999999999999,40.55,>20,4
-4.75,40.55,>20,4
-4.64999999999998,40.55,>20,4
-4.54999999999998,40.55,>20,4
-4.44999999999999,40.55,>20,4
-4.34999999999999,40.55,>20,4
-4.25,40.55,>20,4
-4.14999999999998,40.55,>20,4
-4.04999999999998,40.55,>20,4
-3.94999999999999,40.55,>20,4
-3.84999999999999,40.55,>20,4
-3.75,40.55,>20,4
-3.64999999999998,40.55,>20,4
-3.54999999999998,40.55,>20,4
-3.44999999999999,40.55,>20,4
-3.34999999999999,40.55,>20,4
-3.25,40.55,>20,4
-3.04999999999998,40.55,>20,4
-2.94999999999999,40.55,>20,4
-2.75,40.55,>20,4
-2.34999999999999,40.55,>20,4
-2.25,40.55,>20,4
-2.14999999999998,40.55,>20,4
-2.04999999999998,40.55,>20,4
-1.94999999999999,40.55,>20,4
-1.84999999999999,40.55,>20,4
-1.75,40.55,>20,4
-1.64999999999998,40.55,>20,4
-1.54999999999998,40.55,>20,4
-1.44999999999999,40.55,>20,4
-1.34999999999999,40.55,>20,4
-0.849999999999994,40.55,>20,4
-0.649999999999977,40.55,>20,4
-0.549999999999983,40.55,>20,4
-0.449999999999989,40.55,>20,4
-0.25,40.55,>20,4
-0.149999999999977,40.55,>20,4
-0.049999999999983,40.55,>20,4
0.0500000000000114,40.55,>20,4
0.150000000000006,40.55,>20,4
0.25,40.55,>20,4
0.450000000000017,40.55,>20,4
0.550000000000011,40.55,>20,4
0.650000000000006,40.55,11–20,3
8.15000000000001,40.55,11–20,3
8.25,40.55,1,1
8.35000000000002,40.55,2–10,2
8.45000000000002,40.55,2–10,2
8.85000000000002,40.55,1,1
8.95000000000002,40.55,1,1
9.55000000000001,40.55,11–20,3
9.65000000000001,40.55,2–10,2
14.25,40.55,2–10,2
14.35,40.55,2–10,2
15.55,40.55,1,1
16.05,40.55,1,1
16.15,40.55,1,1
16.55,40.55,1,1
17.25,40.55,1,1
17.35,40.55,1,1
18.05,40.55,1,1
21.25,40.55,1,1
22.15,40.55,1,1
44.55,40.55,2–10,2
71.95,40.55,1,1
140.45,40.55,2–10,2
140.55,40.55,1,1
-122.25,40.45,2–10,2
-122.05,40.45,1,1
-121.95,40.45,1,1
-121.85,40.45,2–10,2
-121.55,40.45,>20,4
-121.45,40.45,>20,4
-121.35,40.45,2–10,2
-121.25,40.45,2–10,2
-121.15,40.45,2–10,2
-112.65,40.45,1,1
-112.55,40.45,1,1
-111.75,40.45,2–10,2
-111.65,40.45,11–20,3
-111.45,40.45,1,1
-108.85,40.45,1,1
-106.85,40.45,2–10,2
-105.95,40.45,1,1
-105.85,40.45,2–10,2
-105.75,40.45,>20,4
-105.65,40.45,11–20,3
-105.55,40.45,2–10,2
-105.45,40.45,1,1
-105.25,40.45,1,1
-105.15,40.45,11–20,3
-105.05,40.45,>20,4
-104.95,40.45,2–10,2
-104.85,40.45,2–10,2
-104.75,40.45,2–10,2
-103.35,40.45,1,1
-99.15,40.45,1,1
-95.75,40.45,1,1
-95.55,40.45,2–10,2
-91.55,40.45,1,1
-91.45,40.45,1,1
-90.75,40.45,2–10,2
-89.85,40.45,1,1
-88.25,40.45,1,1
-87.05,40.45,11–20,3
-86.95,40.45,>20,4
-86.75,40.45,2–10,2
-86.15,40.45,2–10,2
-83.85,40.45,1,1
-83.65,40.45,1,1
-82.55,40.45,1,1
-82.15,40.45,1,1
-80.45,40.45,2–10,2
-80.35,40.45,11–20,3
-79.05,40.45,1,1
-78.95,40.45,1,1
-78.55,40.45,1,1
-78.45,40.45,2–10,2
-78.35,40.45,2–10,2
-78.25,40.45,2–10,2
-77.35,40.45,1,1
-77.25,40.45,2–10,2
-77.15,40.45,11–20,3
-76.95,40.45,2–10,2
-76.85,40.45,2–10,2
-76.75,40.45,1,1
-76.65,40.45,11–20,3
-76.55,40.45,2–10,2
-75.95,40.45,2–10,2
-75.65,40.45,11–20,3
-75.25,40.45,>20,4
-75.15,40.45,11–20,3
-75.05,40.45,11–20,3
-74.95,40.45,11–20,3
-74.85,40.45,11–20,3
-74.75,40.45,>20,4
-74.65,40.45,>20,4
-74.55,40.45,>20,4
-74.45,40.45,>20,4
-74.35,40.45,11–20,3
-74.25,40.45,>20,4
-8.84999999999999,40.45,11–20,3
-8.75,40.45,>20,4
-7.94999999999999,40.45,1,1
-7.84999999999999,40.45,11–20,3
-7.75,40.45,2–10,2
-7.64999999999998,40.45,1,1
-7.54999999999998,40.45,2–10,2
-6.84999999999999,40.45,>20,4
-6.75,40.45,>20,4
-6.64999999999998,40.45,>20,4
-6.54999999999998,40.45,>20,4
-6.44999999999999,40.45,>20,4
-6.34999999999999,40.45,>20,4
-6.25,40.45,>20,4
-6.14999999999998,40.45,>20,4
-6.04999999999998,40.45,>20,4
-5.94999999999999,40.45,>20,4
-5.84999999999999,40.45,>20,4
-5.54999999999998,40.45,>20,4
-5.44999999999999,40.45,>20,4
-5.34999999999999,40.45,>20,4
-5.14999999999998,40.45,>20,4
-5.04999999999998,40.45,>20,4
-4.94999999999999,40.45,>20,4
-4.84999999999999,40.45,>20,4
-4.75,40.45,>20,4
-4.64999999999998,40.45,>20,4
-4.54999999999998,40.45,>20,4
-4.44999999999999,40.45,>20,4
-4.34999999999999,40.45,>20,4
-4.25,40.45,>20,4
-4.14999999999998,40.45,>20,4
-4.04999999999998,40.45,>20,4
-3.94999999999999,40.45,>20,4
-3.84999999999999,40.45,>20,4
-3.75,40.45,>20,4
-3.54999999999998,40.45,>20,4
-3.44999999999999,40.45,>20,4
-3.34999999999999,40.45,>20,4
-2.84999999999999,40.45,>20,4
-2.75,40.45,>20,4
-2.34999999999999,40.45,>20,4
-2.25,40.45,>20,4
-2.14999999999998,40.45,>20,4
-2.04999999999998,40.45,>20,4
-1.94999999999999,40.45,>20,4
-1.84999999999999,40.45,>20,4
-1.75,40.45,>20,4
-1.64999999999998,40.45,1,1
-1.54999999999998,40.45,>20,4
-1.44999999999999,40.45,>20,4
-1.34999999999999,40.45,>20,4
-1.04999999999998,40.45,>20,4
-0.949999999999989,40.45,>20,4
-0.849999999999994,40.45,>20,4
-0.75,40.45,>20,4
-0.649999999999977,40.45,>20,4
-0.549999999999983,40.45,>20,4
-0.449999999999989,40.45,>20,4
-0.349999999999994,40.45,>20,4
-0.25,40.45,>20,4
-0.149999999999977,40.45,>20,4
-0.049999999999983,40.45,>20,4
0.0500000000000114,40.45,>20,4
0.150000000000006,40.45,>20,4
8.45000000000002,40.45,>20,4
8.55000000000001,40.45,11–20,3
8.95000000000002,40.45,2–10,2
9.05000000000001,40.45,>20,4
9.55000000000001,40.45,2–10,2
15.15,40.45,1,1
15.35,40.45,1,1
15.55,40.45,2–10,2
15.75,40.45,1,1
16.05,40.45,1,1
17.25,40.45,2–10,2
19.45,40.45,1,1
23.75,40.45,1,1
45.45,40.45,1,1
115.85,40.45,1,1
140.65,40.45,1,1
141.55,40.45,1,1
-123.35,40.35,1,1
-122.25,40.35,2–10,2
-122.15,40.35,1,1
-122.05,40.35,2–10,2
-121.95,40.35,1,1
-121.65,40.35,2–10,2
-121.55,40.35,2–10,2
-121.45,40.35,2–10,2
-120.65,40.35,>20,4
-115.55,40.35,1,1
-111.65,40.35,>20,4
-109.95,40.35,1,1
-109.35,40.35,2–10,2
-106.75,40.35,1,1
-106.65,40.35,11–20,3
-105.85,40.35,2–10,2
-105.75,40.35,1,1
-105.65,40.35,>20,4
-105.55,40.35,>20,4
-105.45,40.35,2–10,2
-105.25,40.35,2–10,2
-105.15,40.35,11–20,3
-105.05,40.35,11–20,3
-104.05,40.35,1,1
-96.15,40.35,1,1
-95.65,40.35,1,1
-91.45,40.35,2–10,2
-90.15,40.35,1,1
-90.05,40.35,11–20,3
-89.95,40.35,2–10,2
-89.85,40.35,1,1
-89.65,40.35,2–10,2
-89.15,40.35,2–10,2
-88.95,40.35,2–10,2
-87.95,40.35,2–10,2
-87.15,40.35,2–10,2
-83.75,40.35,2–10,2
-83.55,40.35,2–10,2
-83.45,40.35,1,1
-83.35,40.35,1,1
-81.25,40.35,1,1
-81.15,40.35,1,1
-81.05,40.35,1,1
-80.95,40.35,1,1
-80.65,40.35,1,1
-79.85,40.35,2–10,2
-79.65,40.35,2–10,2
-79.35,40.35,2–10,2
-79.15,40.35,1,1
-79.05,40.35,1,1
-78.95,40.35,11–20,3
-78.85,40.35,2–10,2
-78.75,40.35,11–20,3
-78.15,40.35,2–10,2
-78.05,40.35,2–10,2
-77.25,40.35,1,1
-76.95,40.35,11–20,3
-76.85,40.35,>20,4
-76.75,40.35,2–10,2
-76.15,40.35,2–10,2
-75.85,40.35,2–10,2
-75.45,40.35,>20,4
-75.05,40.35,>20,4
-74.95,40.35,>20,4
-74.85,40.35,>20,4
-74.75,40.35,>20,4
-74.65,40.35,>20,4
-74.55,40.35,>20,4
-74.35,40.35,>20,4
-74.25,40.35,>20,4
-74.05,40.35,11–20,3
-8.84999999999999,40.35,2–10,2
-7.94999999999999,40.35,2–10,2
-7.84999999999999,40.35,2–10,2
-7.75,40.35,1,1
-7.64999999999998,40.35,2–10,2
-7.54999999999998,40.35,2–10,2
-6.84999999999999,40.35,>20,4
-6.75,40.35,>20,4
-6.64999999999998,40.35,>20,4
-6.54999999999998,40.35,>20,4
-6.44999999999999,40.35,>20,4
-6.34999999999999,40.35,>20,4
-6.25,40.35,>20,4
-6.14999999999998,40.35,>20,4
-6.04999999999998,40.35,>20,4
-5.94999999999999,40.35,>20,4
-5.84999999999999,40.35,>20,4
-5.75,40.35,>20,4
-5.64999999999998,40.35,>20,4
-5.54999999999998,40.35,>20,4
-5.44999999999999,40.35,>20,4
-5.34999999999999,40.35,>20,4
-5.25,40.35,>20,4
-5.14999999999998,40.35,>20,4
-5.04999999999998,40.35,>20,4
-4.94999999999999,40.35,>20,4
-4.84999999999999,40.35,>20,4
-4.75,40.35,>20,4
-4.64999999999998,40.35,>20,4
-4.54999999999998,40.35,>20,4
-4.44999999999999,40.35,>20,4
-4.34999999999999,40.35,>20,4
-4.25,40.35,>20,4
-4.14999999999998,40.35,>20,4
-4.04999999999998,40.35,>20,4
-3.94999999999999,40.35,>20,4
-3.84999999999999,40.35,>20,4
-3.64999999999998,40.35,>20,4
-3.54999999999998,40.35,>20,4
-3.44999999999999,40.35,>20,4
-3.14999999999998,40.35,>20,4
-2.94999999999999,40.35,>20,4
-2.84999999999999,40.35,>20,4
-2.75,40.35,>20,4
-2.64999999999998,40.35,>20,4
-2.54999999999998,40.35,>20,4
-2.25,40.35,>20,4
-2.14999999999998,40.35,>20,4
-2.04999999999998,40.35,>20,4
-1.94999999999999,40.35,>20,4
-1.84999999999999,40.35,>20,4
-1.75,40.35,>20,4
-1.64999999999998,40.35,>20,4
-1.54999999999998,40.35,>20,4
-1.44999999999999,40.35,>20,4
-1.34999999999999,40.35,>20,4
-1.25,40.35,>20,4
-1.04999999999998,40.35,>20,4
-0.949999999999989,40.35,>20,4
-0.849999999999994,40.35,>20,4
-0.75,40.35,>20,4
-0.649999999999977,40.35,>20,4
-0.549999999999983,40.35,>20,4
-0.449999999999989,40.35,>20,4
-0.349999999999994,40.35,>20,4
-0.25,40.35,>20,4
-0.149999999999977,40.35,>20,4
-0.049999999999983,40.35,>20,4
0.0500000000000114,40.35,>20,4
0.150000000000006,40.35,>20,4
0.25,40.35,>20,4
0.350000000000023,40.35,>20,4
0.450000000000017,40.35,2–10,2
8.45000000000002,40.35,>20,4
8.55000000000001,40.35,2–10,2
8.75,40.35,11–20,3
8.85000000000002,40.35,11–20,3
8.95000000000002,40.35,11–20,3
9.45000000000002,40.35,1,1
15.25,40.35,1,1
15.35,40.35,1,1
15.45,40.35,1,1
15.55,40.35,2–10,2
15.85,40.35,1,1
17.65,40.35,1,1
17.75,40.35,1,1
18.35,40.35,1,1
22.65,40.35,1,1
23.25,40.35,1,1
44.35,40.35,2–10,2
-123.95,40.25,1,1
-122.95,40.25,1,1
-122.15,40.25,11–20,3
-120.35,40.25,1,1
-106.85,40.25,1,1
-105.85,40.25,2–10,2
-105.75,40.25,2–10,2
-105.65,40.25,2–10,2
-105.55,40.25,>20,4
-105.45,40.25,1,1
-105.25,40.25,>20,4
-105.15,40.25,2–10,2
-105.05,40.25,2–10,2
-95.55,40.25,11–20,3
-91.55,40.25,1,1
-90.95,40.25,1,1
-90.85,40.25,1,1
-90.15,40.25,1,1
-90.05,40.25,2–10,2
-88.35,40.25,2–10,2
-87.75,40.25,1,1
-87.65,40.25,2–10,2
-83.95,40.25,2–10,2
-83.35,40.25,1,1
-83.05,40.25,11–20,3
-81.95,40.25,2–10,2
-80.75,40.25,1,1
-80.55,40.25,2–10,2
-79.25,40.25,2–10,2
-78.75,40.25,2–10,2
-78.65,40.25,1,1
-77.55,40.25,1,1
-77.45,40.25,1,1
-77.35,40.25,2–10,2
-77.25,40.25,2–10,2
-76.35,40.25,2–10,2
-76.15,40.25,>20,4
-76.05,40.25,2–10,2
-75.95,40.25,>20,4
-75.85,40.25,2–10,2
-75.75,40.25,>20,4
-75.65,40.25,11–20,3
-75.45,40.25,>20,4
-75.35,40.25,>20,4
-75.05,40.25,>20,4
-74.95,40.25,>20,4
-74.65,40.25,>20,4
-74.55,40.25,2–10,2
-74.45,40.25,11–20,3
-74.35,40.25,2–10,2
-74.25,40.25,>20,4
-8.84999999999999,40.25,2–10,2
-8.75,40.25,2–10,2
-8.25,40.25,2–10,2
-7.94999999999999,40.25,2–10,2
-7.84999999999999,40.25,2–10,2
-7.75,40.25,1,1
-7.64999999999998,40.25,1,1
-7.54999999999998,40.25,2–10,2
-7.14999999999998,40.25,1,1
-7.04999999999998,40.25,>20,4
-6.94999999999999,40.25,>20,4
-6.84999999999999,40.25,>20,4
-6.75,40.25,>20,4
-6.64999999999998,40.25,>20,4
-6.54999999999998,40.25,>20,4
-6.44999999999999,40.25,>20,4
-6.34999999999999,40.25,>20,4
-6.25,40.25,>20,4
-6.14999999999998,40.25,>20,4
-6.04999999999998,40.25,>20,4
-5.94999999999999,40.25,>20,4
-5.84999999999999,40.25,>20,4
-5.75,40.25,>20,4
-5.64999999999998,40.25,>20,4
-5.54999999999998,40.25,>20,4
-5.44999999999999,40.25,>20,4
-5.34999999999999,40.25,11–20,3
-5.25,40.25,>20,4
-5.14999999999998,40.25,>20,4
-5.04999999999998,40.25,>20,4
-4.94999999999999,40.25,>20,4
-4.84999999999999,40.25,>20,4
-4.75,40.25,>20,4
-4.64999999999998,40.25,>20,4
-4.54999999999998,40.25,>20,4
-4.44999999999999,40.25,>20,4
-4.34999999999999,40.25,>20,4
-4.25,40.25,>20,4
-4.14999999999998,40.25,>20,4
-3.94999999999999,40.25,>20,4
-3.84999999999999,40.25,>20,4
-3.64999999999998,40.25,>20,4
-3.54999999999998,40.25,>20,4
-3.44999999999999,40.25,>20,4
-3.34999999999999,40.25,>20,4
-3.25,40.25,>20,4
-3.14999999999998,40.25,>20,4
-2.94999999999999,40.25,>20,4
-2.84999999999999,40.25,>20,4
-2.75,40.25,>20,4
-2.64999999999998,40.25,>20,4
-2.54999999999998,40.25,>20,4
-2.04999999999998,40.25,>20,4
-1.94999999999999,40.25,>20,4
-1.84999999999999,40.25,>20,4
-1.75,40.25,>20,4
-1.64999999999998,40.25,>20,4
-1.54999999999998,40.25,>20,4
-1.44999999999999,40.25,>20,4
-1.34999999999999,40.25,>20,4
-1.25,40.25,>20,4
-1.14999999999998,40.25,>20,4
-1.04999999999998,40.25,>20,4
-0.949999999999989,40.25,>20,4
-0.75,40.25,>20,4
-0.649999999999977,40.25,>20,4
-0.549999999999983,40.25,>20,4
-0.449999999999989,40.25,>20,4
-0.349999999999994,40.25,>20,4
-0.25,40.25,>20,4
-0.149999999999977,40.25,>20,4
-0.049999999999983,40.25,>20,4
0.0500000000000114,40.25,>20,4
0.150000000000006,40.25,>20,4
0.25,40.25,>20,4
0.350000000000023,40.25,>20,4
8.45000000000002,40.25,1,1
8.65000000000001,40.25,>20,4
8.75,40.25,>20,4
8.85000000000002,40.25,2–10,2
9.15000000000001,40.25,2–10,2
9.25,40.25,>20,4
9.45000000000002,40.25,2–10,2
9.55000000000001,40.25,>20,4
9.65000000000001,40.25,2–10,2
15.05,40.25,1,1
15.15,40.25,1,1
15.65,40.25,1,1
16.05,40.25,2–10,2
17.75,40.25,1,1
17.85,40.25,2–10,2
17.95,40.25,1,1
19.45,40.25,1,1
20.05,40.25,1,1
20.25,40.25,1,1
20.35,40.25,1,1
20.95,40.25,1,1
23.35,40.25,2–10,2
23.65,40.25,1,1
141.05,40.25,2–10,2
141.15,40.25,2–10,2
-123.85,40.15,1,1
-122.05,40.15,2–10,2
-121.65,40.15,1,1
-121.55,40.15,11–20,3
-121.45,40.15,2–10,2
-120.85,40.15,1,1
-120.75,40.15,1,1
-115.55,40.15,1,1
-111.65,40.15,2–10,2
-111.55,40.15,2–10,2
-111.05,40.15,1,1
-107.25,40.15,2–10,2
-105.95,40.15,1,1
-105.85,40.15,1,1
-105.75,40.15,1,1
-105.65,40.15,1,1
-105.55,40.15,11–20,3
-105.45,40.15,2–10,2
-105.35,40.15,>20,4
-105.25,40.15,>20,4
-105.15,40.15,>20,4
-105.05,40.15,>20,4
-97.25,40.15,1,1
-92.75,40.15,2–10,2
-92.65,40.15,2–10,2
-92.15,40.15,1,1
-90.05,40.15,2–10,2
-89.85,40.15,1,1
-89.65,40.15,1,1
-89.35,40.15,1,1
-88.15,40.15,>20,4
-87.75,40.15,>20,4
-85.95,40.15,2–10,2
-85.65,40.15,11–20,3
-84.65,40.15,2–10,2
-83.85,40.15,2–10,2
-83.75,40.15,1,1
-83.15,40.15,>20,4
-82.95,40.15,>20,4
-82.85,40.15,11–20,3
-81.45,40.15,1,1
-81.25,40.15,1,1
-81.05,40.15,1,1
-80.55,40.15,2–10,2
-79.35,40.15,2–10,2
-79.25,40.15,>20,4
-79.15,40.15,2–10,2
-78.25,40.15,1,1
-77.25,40.15,2–10,2
-77.15,40.15,>20,4
-76.55,40.15,11–20,3
-76.45,40.15,2–10,2
-75.95,40.15,2–10,2
-75.85,40.15,2–10,2
-75.75,40.15,>20,4
-75.65,40.15,>20,4
-75.45,40.15,>20,4
-75.35,40.15,>20,4
-75.25,40.15,>20,4
-75.05,40.15,>20,4
-74.95,40.15,>20,4
-74.85,40.15,11–20,3
-74.75,40.15,11–20,3
-74.65,40.15,11–20,3
-74.55,40.15,2–10,2
-74.45,40.15,2–10,2
-74.35,40.15,11–20,3
-74.25,40.15,>20,4
-74.15,40.15,2–10,2
-74.05,40.15,2–10,2
-8.94999999999999,40.15,1,1
-8.64999999999998,40.15,2–10,2
-8.54999999999998,40.15,2–10,2
-8.25,40.15,11–20,3
-8.14999999999998,40.15,2–10,2
-7.84999999999999,40.15,1,1
-7.44999999999999,40.15,1,1
-7.04999999999998,40.15,>20,4
-6.94999999999999,40.15,>20,4
-6.84999999999999,40.15,>20,4
-6.75,40.15,>20,4
-6.64999999999998,40.15,>20,4
-6.54999999999998,40.15,>20,4
-6.44999999999999,40.15,>20,4
-6.34999999999999,40.15,>20,4
-6.25,40.15,>20,4
-6.04999999999998,40.15,>20,4
-5.94999999999999,40.15,>20,4
-5.84999999999999,40.15,>20,4
-5.75,40.15,>20,4
-5.64999999999998,40.15,>20,4
-5.54999999999998,40.15,>20,4
-5.44999999999999,40.15,>20,4
-5.34999999999999,40.15,>20,4
-5.25,40.15,>20,4
-5.14999999999998,40.15,>20,4
-5.04999999999998,40.15,>20,4
-4.94999999999999,40.15,>20,4
-4.84999999999999,40.15,>20,4
-4.75,40.15,>20,4
-4.64999999999998,40.15,>20,4
-4.54999999999998,40.15,>20,4
-4.44999999999999,40.15,>20,4
-4.34999999999999,40.15,>20,4
-4.25,40.15,>20,4
-3.94999999999999,40.15,>20,4
-3.64999999999998,40.15,>20,4
-3.54999999999998,40.15,>20,4
-3.44999999999999,40.15,>20,4
-3.14999999999998,40.15,>20,4
-2.84999999999999,40.15,>20,4
-2.75,40.15,>20,4
-2.64999999999998,40.15,>20,4
-2.14999999999998,40.15,>20,4
-2.04999999999998,40.15,>20,4
-1.94999999999999,40.15,>20,4
-1.84999999999999,40.15,>20,4
-1.75,40.15,>20,4
-1.64999999999998,40.15,>20,4
-1.54999999999998,40.15,>20,4
-1.44999999999999,40.15,>20,4
-1.34999999999999,40.15,>20,4
-1.25,40.15,>20,4
-1.14999999999998,40.15,>20,4
-1.04999999999998,40.15,>20,4
-0.949999999999989,40.15,>20,4
-0.849999999999994,40.15,>20,4
-0.75,40.15,>20,4
-0.649999999999977,40.15,>20,4
-0.549999999999983,40.15,>20,4
-0.449999999999989,40.15,>20,4
-0.349999999999994,40.15,>20,4
-0.25,40.15,>20,4
0.0500000000000114,40.15,>20,4
0.150000000000006,40.15,>20,4
0.25,40.15,>20,4
8.85000000000002,40.15,2–10,2
9.25,40.15,2–10,2
9.35000000000002,40.15,2–10,2
9.45000000000002,40.15,2–10,2
9.55000000000001,40.15,1,1
9.65000000000001,40.15,>20,4
15.05,40.15,1,1
15.45,40.15,1,1
16.15,40.15,1,1
16.75,40.15,1,1
19.65,40.15,1,1
20.85,40.15,1,1
22.45,40.15,1,1
23.35,40.15,1,1
23.85,40.15,1,1
44.75,40.15,1,1
44.85,40.15,1,1
140.75,40.15,1,1
141.05,40.15,2–10,2
-124.05,40.05,1,1
-123.95,40.05,1,1
-122.85,40.05,1,1
-122.15,40.05,1,1
-121.45,40.05,11–20,3
-121.25,40.05,1,1
-121.15,40.05,1,1
-111.65,40.05,2–10,2
-111.55,40.05,1,1
-107.35,40.05,2–10,2
-107.25,40.05,1,1
-107.15,40.05,1,1
-106.15,40.05,1,1
-105.95,40.05,11–20,3
-105.75,40.05,1,1
-105.65,40.05,2–10,2
-105.55,40.05,>20,4
-105.45,40.05,2–10,2
-105.35,40.05,>20,4
-105.25,40.05,>20,4
-105.15,40.05,>20,4
-105.05,40.05,11–20,3
-98.65,40.05,1,1
-97.25,40.05,1,1
-94.05,40.05,2–10,2
-91.75,40.05,1,1
-90.15,40.05,1,1
-88.75,40.05,1,1
-88.65,40.05,1,1
-87.95,40.05,2–10,2
-85.35,40.05,2–10,2
-84.65,40.05,2–10,2
-84.55,40.05,1,1
-84.25,40.05,2–10,2
-83.15,40.05,>20,4
-83.05,40.05,>20,4
-82.95,40.05,11–20,3
-82.85,40.05,>20,4
-82.25,40.05,2–10,2
-82.15,40.05,2–10,2
-82.05,40.05,1,1
-81.05,40.05,2–10,2
-80.55,40.05,1,1
-79.35,40.05,1,1
-79.25,40.05,2–10,2
-79.15,40.05,2–10,2
-78.65,40.05,2–10,2
-77.35,40.05,2–10,2
-77.25,40.05,>20,4
-77.15,40.05,1,1
-76.95,40.05,2–10,2
-76.85,40.05,>20,4
-76.55,40.05,2–10,2
-75.85,40.05,>20,4
-75.75,40.05,>20,4
-75.65,40.05,>20,4
-75.55,40.05,>20,4
-75.45,40.05,>20,4
-75.35,40.05,>20,4
-74.95,40.05,>20,4
-74.75,40.05,2–10,2
-74.55,40.05,2–10,2
-74.45,40.05,1,1
-74.35,40.05,>20,4
-74.25,40.05,>20,4
-74.15,40.05,2–10,2
-74.05,40.05,11–20,3
-8.54999999999998,40.05,2–10,2
-8.25,40.05,2–10,2
-8.14999999999998,40.05,2–10,2
-7.54999999999998,40.05,1,1
-7.44999999999999,40.05,2–10,2
-6.84999999999999,40.05,>20,4
-6.64999999999998,40.05,>20,4
-6.54999999999998,40.05,>20,4
-6.44999999999999,40.05,>20,4
-6.34999999999999,40.05,>20,4
-6.25,40.05,>20,4
-6.14999999999998,40.05,>20,4
-6.04999999999998,40.05,>20,4
-5.94999999999999,40.05,>20,4
-5.84999999999999,40.05,>20,4
-5.75,40.05,>20,4
-5.64999999999998,40.05,>20,4
-5.54999999999998,40.05,>20,4
-5.44999999999999,40.05,>20,4
-5.34999999999999,40.05,>20,4
-5.25,40.05,>20,4
-5.14999999999998,40.05,>20,4
-5.04999999999998,40.05,>20,4
-4.94999999999999,40.05,>20,4
-4.84999999999999,40.05,>20,4
-4.75,40.05,>20,4
-4.64999999999998,40.05,>20,4
-4.54999999999998,40.05,>20,4
-4.44999999999999,40.05,>20,4
-4.25,40.05,2–10,2
