SITE_ID,n_forest_cells,total_protected_forest_area,mean_carbon_percentile,carbon_asset,mean_delta_pa,excess_pest_signal,monitoring_score_raw,pred_inside_mean,pred_outside_mean,obs_occurrence,record_intensity,mean_sampling_effort,mean_ele,mean_temp,mean_precip_seasonality,lon,lat,NAME_ENG,DESIG_ENG,DESIG_TYPE,IUCN_CAT_PA,GOV_TYPE,STATUS,STATUS_YR,ISO3,GIS_AREA,IUCN_group,carbon_asset_rank,excess_signal_rank,monitoring_score,monitoring_rank,priority_flag
9779,42,4241.68755689053,0.292722902792057,1241.63909438994,0.00241847329674543,0.00241847329674543,3.41043839163094,0.0046979992467847,0.00227952595003927,0,0,3.53062312276077,1167.45177014845,207.860617919647,54.5148596557053,-64.0108952831284,-17.7267392446835,Amboró,National Park,National,Not Reported,Federal or national ministry or agency,Designated,1973,BOL,4386.4562510287,Other/Not reported,0.908379373848987,0.354051565377532,0.321613139267897,0.701197053406998,FALSE
9784,12,692.056989982273,0.675102053837259,467.209095309464,0.0106401623960004,0.0106401623960004,4.92590163900474,0.0217650716948058,0.0111249092988054,0,0,2.38259679803201,729.440148373993,250.788581958704,70.6812124261516,98.6337206299492,17.6521214740684,Om Koi,Wildlife Sanctuary,National,Ia,Federal or national ministry or agency,Designated,1983,THA,1204.8242220259,Ia,0.740331491712707,0.6353591160221,0.470376362137908,0.864180478821363,FALSE
10087,5,121.787925149067,0.936875704411907,114.100148162897,0.0127211068523423,0.0127211068523423,1.4538678954126,0.0245551081913474,0.0118340013390051,0,0,3.43897393972366,3238.05812632599,83.382311883995,79.5197649641001,82.9417898969503,28.598840793191,Dhorpatan,Hunting Reserve,National,VI,Federal or national ministry or agency,Designated,1987,NPL,1192.46123900945,VI,0.293738489871087,0.667127071823204,0.195960898629468,0.506445672191529,FALSE
10089,5,247.154113102414,0.557044299823361,137.675789881598,0.0243516345984777,0.0243516345984777,3.50961450731332,0.0508951662871273,0.0265435316886497,0.184933428165913,0.203170136768593,4.12821567791372,375.353572999856,228.851425279961,114.004921436999,84.8838571352693,27.3452476981518,Parsa,Wildlife Reserve,National,IV,Federal or national ministry or agency,Designated,1984,NPL,557.198738516287,IV,0.349447513812155,0.787292817679558,0.275117517780288,0.633517495395949,FALSE
10091,10,257.707805862144,0.909794973008914,234.461266278535,0.0179547284471976,0.0179547284471976,4.1681653220197,0.0347554654798031,0.0168007370326055,0.334366320971691,0.308578079587412,4.92700741408002,2238.94801330539,118.4686933591,97.6402481201912,84.0405416749906,28.3520016810814,Annapurna,Conservation Area,National,VI,Non-profit organisations,Designated,1992,NPL,7761.66623339001,VI,0.519337016574586,0.736648250460405,0.382568704658995,0.782688766114181,FALSE
10132,18,1522.33957380767,0.606138128960726,922.748060910649,0.0089666431475551,0.0089666431475551,8.39556816648614,0.0183468607171746,0.00938021756961953,0,0,0.93197179041956,723.205071671096,231.607971598104,82.0281238443161,101.307153463947,18.5970210742566,Nam Poui,National Protected Area,National,VI,Federal or national ministry or agency,Designated,1993,LAO,1770.77664388113,VI,0.874769797421731,0.60865561694291,0.532433550732748,0.907918968692449,TRUE
10192,15,1017.5198786829,0.661545399689318,673.135594835107,0.011059280139652,0.011059280139652,7.8526802472274,0.0225047271431728,0.0114454470035208,0,0,1.64137183369899,531.238732131667,236.977279691218,98.0635055502342,103.00602990937,18.4025535543945,Phou Khao Khuay,National Park,National,VI,Federal or national ministry or agency,Designated,2021,LAO,1910.18014620731,VI,0.817219152854512,0.644567219152855,0.526752676793884,0.902854511970534,TRUE
10290,16,1498.90051472108,0.490335989014982,734.964866320828,0.00584550177762644,0.00584550177762644,4.46826385342277,0.0117947883314852,0.00594928655385877,0,0,1.80666829585755,792.156397710071,222.092048677047,29.0214202035004,121.525053163457,-1.65942377133248,Morowali,Nature Reserve,National,III,Federal or national ministry or agency,Designated,0,IDN,2134.35819517177,III,0.832412523020258,0.534530386740332,0.444949787857514,0.843922651933702,FALSE
10320,6,406.805954949012,0.730808048007725,297.297065854206,0.00885384470292247,0.00885384470292247,2.67366319371057,0.0178899779289681,0.00903613322604566,0,0,0.612910237581114,10.3363373463496,273.299705967328,39.2374006158413,105.14406991148,-2.93969854079733,Padang Sugihan,Wildlife Reserve,National,IV,Federal or national ministry or agency,Designated,0,IDN,882.177985726405,IV,0.595764272559853,0.605893186003683,0.360969513208456,0.760128913443831,FALSE
10380,7,568.407933811498,0.458035490357625,260.351006686514,0.014476784084609,0.014476784084609,4.05358417564475,0.0292738157006853,0.0147970316160764,0,0,3.82132979507795,1019.98889344774,207.859822780627,65.7801628360481,108.418042787129,12.3702060281792,Chu Yang Sin,National Park,National,II,Government-delegated management,Designated,2002,VNM,602.927219522267,II,0.555709023941068,0.697974217311234,0.387870571038057,0.78683241252302,FALSE
10700,19,219.728707390197,0.218851434561059,48.0879428265916,0.000515500574027276,0.000515500574027276,0.0234112559607426,0.000967403048442176,0.0004519024744149,0,0,1.63308833925565,278.385410747801,43.9503455472806,12.5242507928906,-70.271269930934,-54.5340010731316,Alberto De Agostini,National Park,National,Not Reported,Not Reported,Designated,1965,CHL,11911.325586642,Other/Not reported,0.110036832412523,0.11279926335175,0.0124120736376925,0.0662983425414365,FALSE
10707,21,694.348249709379,0.718168587738508,498.659101892489,0.0728235965516054,0.0728235965516054,36.9048242524262,0.163603946272494,0.0907803497208891,0.539530900298682,0.723809626497053,7.02076932312629,626.874486716103,135.355510931116,109.508985475715,-71.2444898126021,-33.1042231325914,La Campana - Peñuelas,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Reported,Designated,1984,CHL,2383.92481599151,Other/Not reported,0.751841620626151,0.919889502762431,0.69161121455389,0.970534069981584,TRUE
10712,5,169.16918650276,0.0244352926958931,4.13369858732107,0.00755587094951469,0.00755587094951469,0.0362514787485515,0.0136165583432788,0.00606068739376408,0.196932894083651,0.136503480293593,6.84637457783012,249.538098315114,38.5347767661532,34.1791918883716,32.8832491067225,56.5081652675869,Tsentral'nolesnoy,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Collaborative governance,Designated,1985,RUS,254.119258321654,Other/Not reported,0.00552486187845304,0.58195211786372,0.00321520507107028,0.0239410681399632,FALSE
10714,5,205.72593501109,0.0505250874788817,10.39432086311,0.0211314858501177,0.0211314858501177,0.254571309428125,0.0390011399809825,0.0178696541308647,0,0,3.93403400757435,142.900663601653,60.9880533079047,27.0001256908785,39.5881441904265,51.9314480903062,Voronezhskiy,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Collaborative governance,Designated,1984,RUS,299.318232296233,Other/Not reported,0.0147329650092081,0.762430939226519,0.011232868349562,0.0612338858195212,FALSE
10718,101,3597.486240704,0.121880222360479,438.462422955765,9.57904756585925e-05,9.57904756585925e-05,0.0466712516021702,0.000176221414933319,8.04309392747269e-05,0,0,1.8571551213612,1333.50211340083,-45.059221673402,56.4295673756541,92.0334361902961,52.2084125644459,Sayano-Shushenskiy,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Collaborative governance,Designated,1984,RUS,7546.91980827436,Other/Not reported,0.726519337016575,0.0115101289134438,0.00836233122717052,0.0478821362799263,FALSE
10719,17,367.287198412201,0.781971964289464,287.208292000763,0.000215372116400219,0.000215372116400219,0.0606019726760252,0.000429777925858023,0.000214405809457804,0,0,2.8471098176655,1643.51959958373,-39.4394321655423,108.698386441068,111.129938400147,49.7205711200978,Sokhondinskiy,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Collaborative governance,Designated,1984,RUS,2186.33331950734,Other/Not reported,0.587016574585635,0.0345303867403315,0.0202699093434266,0.0985267034990792,FALSE
10735,37,610.08896405068,0.108936842989975,66.4611656867056,0.00162079152083501,0.00162079152083501,0.088272598461473,0.00295065722658725,0.00132986570575224,0,0,0,516.604096232484,266.615977924484,99.0889279323627,26.4884327191528,8.63637245454976,Chelkou,Game Reserve,National,VI,Federal or national ministry or agency,Designated,1939,SSD,5292.50621200173,VI,0.170810313075506,0.279005524861879,0.0476570210514535,0.174953959484346,FALSE
10736,12,312.594398507393,0.152442912886192,47.6528006603742,0.000536181671374804,0.000536181671374804,0.021689469201678,0.000985203873723617,0.000449022202348813,0,0,0.063470628423195,889.906323139555,241.023010859668,100.250475770594,24.4809245342186,8.63478767073198,Boro,Game Reserve,National,VI,Federal or national ministry or agency,Designated,1986,SSD,1494.55815464397,VI,0.109116022099448,0.117403314917127,0.0128105827050456,0.0681399631675875,FALSE
10737,6,394.152120006456,0.468330078820367,184.593293429838,0.00250523381156837,0.00250523381156837,0.462765407098961,0.00501654614608025,0.00251131233451188,0,0,0.124445178879716,831.138141925456,246.062731048529,60.447916699707,30.0225381636636,4.46346825033553,Lantoto,National Park,National,II,Federal or national ministry or agency,Designated,1986,SSD,1546.78105546743,II,0.439226519337017,0.363720073664825,0.159755501968804,0.433701657458564,FALSE
10738,26,419.188704988989,0.197388470466431,82.7430173145805,0.00325129325684748,0.00325129325684748,0.273680813084478,0.00610652932700792,0.00285523607016044,0,0,0,409.181143662582,274.803374573668,93.893496488221,29.1947403700045,7.88521209938345,Meshra,Game Reserve,National,VI,Federal or national ministry or agency,Designated,1986,SSD,4417.22953035571,VI,0.222375690607735,0.423572744014733,0.0941922814728895,0.294198895027624,FALSE
10772,36,2782.39191415815,0.592690002974369,1649.09587187825,0.00164297962189876,0.00164297962189876,3.30605180593797,0.00323088927398066,0.0015879096520819,0,0,2.66082573788381,598.950098269524,240.503352694449,56.533532993158,-62.4041849595904,5.37173807182212,Sur del Estado Bolívar,Protective Zone (ZP),National,VI,Collaborative governance,Designated,1975,VEN,49854.9850602024,VI,0.934162062615101,0.279926335174954,0.261496562647321,0.610497237569061,FALSE
10775,15,1441.84279194951,0.676041151587497,974.745061477675,0.00321239683501076,0.00321239683501076,3.17854806459832,0.00651377789978275,0.003301381064772,0,0,4.31279513104457,920.72343986798,222.294644515592,63.1678082625085,-72.5937585092581,10.7724935786278,"Cuenca de los Ríos Guasare, Socuy y Cachiri",Protective Zone (ZP),National,VI,Federal or national ministry or agency,Designated,1973,VEN,3049.37606420455,VI,0.881675874769798,0.420810313075506,0.371018300893,0.771639042357275,FALSE
10779,58,6271.70927298651,0.253455876660258,1589.60157194306,0.0020258120740453,0.0020258120740453,3.80416312254518,0.00389046596219408,0.00186465388814878,0,0,1.35611352878632,168.123329541116,261.52882445973,37.5239528922172,-61.2325994558516,7.21618426473252,Imataca,Forest Reserve (RF),National,VI,Federal or national ministry or agency,Designated,1961,VEN,37338.3288494172,VI,0.930478821362799,0.316758747697974,0.294737306214367,0.664825046040516,FALSE
10780,82,9092.02922191143,0.337984510184845,3072.96504315403,0.000660693136815042,0.000660693136815042,2.2030600311681,0.00128507480813652,0.000624381671321479,0,0,1.59964017861495,372.894521454025,256.531739526336,67.4997980261133,-64.7679612664007,6.22778145619788,Caura,National Park (PN),National,II,Federal or national ministry or agency,Designated,1968,VEN,75625.8974410402,II,0.972375690607735,0.147790055248619,0.143707457037331,0.4097605893186,FALSE
10781,60,5714.0364119467,0.523933857484689,2993.77713911921,0.00164644888063478,0.00164644888063478,6.44899368138376,0.00325169711198945,0.00160524823135467,0,0,3.41231714739022,260.794349738663,269.336233301445,64.2347112199011,-67.3995756797761,5.19482417697111,Sipapo,Forest Reserve (RF),National,VI,Federal or national ministry or agency,Designated,1963,VEN,19831.279046813,VI,0.971915285451197,0.280847145488029,0.272959633575152,0.630294659300184,FALSE
10782,7,470.669804801069,0.947826695721376,446.113405860422,0.00302433532966546,0.00302433532966546,1.34544799420547,0.00577099875589731,0.00274666342623185,0,0,0.409483058519165,169.321872643889,259.338631268269,58.0793092512692,-71.489450391348,7.19096909828603,San Camilo,Forest Reserve (RF),National,VI,Federal or national ministry or agency,Designated,1961,VEN,667.980023605995,VI,0.731123388581952,0.40377532228361,0.295209581853762,0.665745856353591,FALSE
10783,11,536.173204429232,0.804732397708637,431.475948387459,0.00299461176923023,0.00299461176923023,1.28650228741849,0.00594469194583862,0.00295008017660839,0,0,1.15568656606363,134.258211980495,270.086813925657,68.3620660811609,-70.7563097435301,7.43007608589196,Caparo,Forest Reserve (RF),National,VI,Federal or national ministry or agency,Designated,1961,VEN,1750.6912220661,VI,0.721454880294659,0.401933701657459,0.289977030615671,0.657458563535912,FALSE
10786,5,416.69182354735,0.381669770590876,159.038672700411,0.00688311762985657,0.00688311762985657,1.24085564160243,0.013702805714822,0.0068196880849654,0,0,1.5475324613167,21.1700214942247,268.03364819788,51.6677244852445,-62.9057846808345,9.93487783611519,Selva de Guarapiche,Forest Reserve (RF),National,VI,Federal or national ministry or agency,Designated,1963,VEN,3586.07976592697,VI,0.389042357274401,0.563075506445672,0.219060222351102,0.544659300184162,FALSE
10787,10,907.792908671441,0.601649395884708,546.173055090594,0.00136471558086649,0.00136471558086649,0.69386006926827,0.00270323693215838,0.00133852135129189,0,0,2.01963176421598,340.797755545632,258.182043953633,74.6712018528951,-63.1354968829264,6.57085769911017,La Paragua,Forest Reserve (RF),National,VI,Federal or national ministry or agency,Designated,1968,VEN,8462.98818880911,VI,0.774401473296501,0.249079189686925,0.192887291461053,0.499079189686925,FALSE
