SITE_ID,n_forest_cells,total_protected_forest_area,mean_carbon_percentile,carbon_asset,mean_delta_pa,excess_pest_signal,monitoring_score_raw,pred_inside_mean,pred_outside_mean,obs_occurrence,record_intensity,mean_sampling_effort,mean_ele,mean_temp,mean_precip_seasonality,lon,lat,NAME_ENG,DESIG_ENG,DESIG_TYPE,IUCN_CAT_PA,GOV_TYPE,STATUS,STATUS_YR,ISO3,GIS_AREA,IUCN_group,carbon_asset_rank,excess_signal_rank,monitoring_score,monitoring_rank,priority_flag
110,12,254.760547834631,0.81361548044613,207.277125525193,0.00356517954743153,0.00356517954743153,0.74974311700695,0.00705708238294603,0.0034919028355145,0.40932668517774,1.51974734234099,1.00714893663742,1106.69755780567,32.8331870877416,33.3161886874432,-72.2112029040937,-45.9779769257723,Cerro Castillo,National Park,National,Not Reported,Not Reported,Designated,1970,CHL,1431.03148143218,Other/Not reported,0.48158379373849,0.443370165745856,0.213519886450353,0.534530386740332,FALSE
120,33,661.177606864439,0.509474378911914,336.853050607726,0.0011733600888226,0.0011733600888226,0.385269698202919,0.00235244267677718,0.00117908258795457,0,0,3.72619419323105,387.469187939285,48.3134643432104,14.5926437080693,-72.8454429944733,-51.2705744037571,Torres del Paine,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Reported,Designated,1978,CHL,7710.60884424037,Other/Not reported,0.639963167587477,0.222375690607735,0.142312251355779,0.407458563535912,FALSE
129,14,379.180996647993,0.801134502860606,303.774979243779,0.000929059138267043,0.000929059138267043,0.284732327266887,0.00184481396271205,0.000915754824445003,0,0,3.3689399517663,95.6897010389907,281.789296678509,59.1714872630335,-68.2078851042002,5.18635135698782,El Tuparro,National Natural Park,National,II,Federal or national ministry or agency,Designated,1980,COL,5547.54021497346,II,0.604051565377532,0.191528545119705,0.115693117494039,0.348987108655617,FALSE
130,52,5488.84474064906,0.454661529985054,2495.56654763392,0.00128233358230169,0.00128233358230169,3.27812372201497,0.00253937525246221,0.00125704167016052,0,0,2.26578214600496,372.948335898374,260.752205313361,44.7834740235341,-73.6032203442197,2.6318800288485,Sierra de la Macarena,National Natural Park,National,II,Federal or national ministry or agency,Designated,1971,COL,6204.44043075182,II,0.96316758747698,0.238489871086556,0.229705713772134,0.563075506445672,FALSE
131,41,4286.33413640995,0.443068490700092,1899.13959645544,0.00293531768562953,0.00293531768562953,5.54275372545019,0.00582447631103131,0.00288915862540178,0,0,2.33249875551792,897.787252681214,230.430750327355,44.2352558570277,-76.1438491793144,7.527363294326,Paramillo,National Natural Park,National,II,Federal or national ministry or agency,Designated,1977,COL,5039.65364098451,II,0.946593001841621,0.397790055248619,0.376545282500534,0.776243093922652,FALSE
132,36,2449.61277961871,0.636659295091726,1559.56874551973,0.00428316984038164,0.00428316984038164,6.65990039653416,0.00857555933332829,0.00429238949294665,0.0418032663943159,0.132853030885511,4.34481226032553,1803.76712313964,176.677176614636,63.6282390582999,-73.6181807831826,10.8243542922512,Sierra Nevada de Santa Marta,National Natural Park,National,II,Federal or national ministry or agency,Designated,1964,COL,5741.59966177165,II,0.928637200736648,0.475598526703499,0.441658484512411,0.838858195211786,FALSE
133,12,919.845731643553,0.650632078137166,598.481139944847,0.00203987221580829,0.00203987221580829,1.21273146552489,0.00413289647290846,0.00209302425710017,0,0,2.48594726965878,2280.63656405898,161.836368610923,56.4524991732952,-72.0962787201058,6.50440416088342,El Cocuy,National Natural Park,National,II,Federal or national ministry or agency,Designated,1977,COL,3060.86944291354,II,0.793738489871087,0.318139963167587,0.252519933932284,0.597145488029466,FALSE
134,18,1896.68524960646,0.47930764526972,909.095740806683,0.00124503911690461,0.00124503911690461,1.07894077784066,0.00245589386519518,0.00121085474829058,0,0,1.82102397741573,1305.56733902752,206.011072746129,30.7536416610456,-74.5745796214081,2.77887084129837,Cordillera de los Picachos,National Natural Park,National,II,Federal or national ministry or agency,Designated,1977,COL,2879.10777466163,II,0.872007366482505,0.233885819521179,0.203950157538265,0.52255985267035,FALSE
135,23,2453.69615760925,0.0641915144221357,157.506472288713,0.0011842724577711,0.0011842724577711,0.194813365743087,0.00214259189968736,0.000958319441916266,0,0,3.36611482214925,127.717719329923,257.10656823041,20.7562384708814,-70.147594851221,-3.44934453056893,Amacayacu,National Natural Park,National,II,Federal or national ministry or agency,Designated,1975,COL,2672.40603100652,II,0.385819521178637,0.224677716390424,0.0866850489572629,0.273480662983425,FALSE
136,5,280.71251552819,0.647236084834383,181.687269514476,0.00367052365672644,0.00367052365672644,0.659905823434967,0.0074129209601842,0.00374239730345776,0,0,2.7926987817346,2908.8150647145,124.650668308418,27.4656203768772,-75.8716888093372,2.83925003519511,Nevado del Huila,National Natural Park,National,II,Federal or national ministry or agency,Designated,1977,COL,1637.56768160749,II,0.433701657458564,0.449355432780847,0.194886195985064,0.503683241252302,FALSE
137,6,397.011067536642,0.521280529423113,206.954139472336,0.00152872889156853,0.00152872889156853,0.321500119590039,0.00308630164225791,0.00155757275068938,0,0,5.067161606422,2439.78828535527,168.853033902688,42.7655532939972,-73.9880372056105,3.90323746238631,Sumapaz,National Natural Park,National,II,Federal or national ministry or agency,Designated,1977,COL,2109.92472467596,II,0.480662983425414,0.269797421731123,0.129681633649766,0.379373848987109,FALSE
138,20,1915.23661290081,0.50042183104129,958.426212705142,0.00460121222523804,0.00460121222523804,5.27610913267847,0.00918758320888045,0.00458637098364241,0,0,5.4176221896498,1346.2385212328,208.466175053556,32.2589047258751,-76.8775427149733,3.41224545727335,Farallones de Cali,National Natural Park,National,II,Federal or national ministry or agency,Designated,1968,COL,1963.63222376475,II,0.879834254143646,0.491712707182321,0.43262568297671,0.831491712707182,FALSE
139,6,312.712878373398,0.6973086200949,218.057385704459,0.00359676965106873,0.00359676965106873,0.804641368447635,0.00724858939723675,0.00365181974616802,0,0,4.492426211974,2871.30627985122,117.666013429251,38.376945788849,-75.9222458352769,3.65288915632835,Las Hermosas - Gloria Valencia de Castaño,National Natural Park,National,II,Federal or national ministry or agency,Designated,1977,COL,1247.12492949941,II,0.49585635359116,0.443830570902394,0.220076208499944,0.547882136279926,FALSE
141,5,336.915173815372,0.517170419295245,174.242561709026,0.0057278312251812,0.0057278312251812,1.02172114255616,0.0115933354779257,0.00586550425274454,0,0,4.71804409415371,2613.57883544233,121.00380664858,20.7375290060697,-76.3276790155089,2.12350871440549,Puracé,National Natural Park,National,II,Federal or national ministry or agency,Designated,1975,COL,917.579447630843,II,0.421731123388582,0.530847145488029,0.223874763014289,0.556629834254144,FALSE
143,8,348.002769701534,0.720380313099911,250.694344197227,0.00300922775943767,0.00300922775943767,0.768245141375725,0.00605937680177285,0.00305014904233518,0.184675569065886,0.128007350016322,6.99802598287266,2805.91145521479,128.861991939417,43.304868988988,-73.6885099562748,4.5677070381822,Chingaza,National Natural Park,National,II,Federal or national ministry or agency,Designated,1977,COL,772.526192027744,II,0.541896869244936,0.403314917127072,0.218555090910941,0.542817679558011,FALSE
