n_ecoregion,prop_positive,mean_abs_diff,median_abs_diff,mean_rel_diff,median_rel_diff,max_abs_diff,min_abs_diff
13,1,0.0265139467779749,0.0201320767167386,70.3532112138721,71.7606835478913,0.11986321531318,0.00765368972047311
