iso_a3,protected_forest_area_ha,pest_record_area_ha_gt0,pest_record_area_ha_gt1,pest_record_share_gt0,pest_record_share_gt1,n_protected_forest_cells,n_cells_with_pest_gt0,n_cells_with_pest_gt1,protected_forest_area_Mha,pest_record_area_Mha_gt0,pest_record_area_Mha_gt1,pest_record_share_pct_gt0,pest_record_share_pct_gt1,formal_en,continent
BLZ,917949.108826795,63360.3908981978,63360.3908981978,0.0690238601344436,0.0690238601344436,139,17,11,0.917949108826795,0.0633603908981978,0.0633603908981978,6.90238601344436,6.90238601344436,Belize,North America
SVN,904289.010338373,904289.010338373,904289.010338373,1,1,229,229,229,0.904289010338373,0.904289010338373,0.904289010338373,100,100,Republic of Slovenia,Europe
AZE,872993.369403072,9650.2059594902,9650.2059594902,0.0110541572223953,0.0110541572223953,158,1,1,0.872993369403072,0.0096502059594902,0.0096502059594902,1.10541572223953,1.10541572223953,Republic of Azerbaijan,Asia
MAR,808779.446887074,52747.1488422898,52747.1488422898,0.0652182112754091,0.0652182112754091,102,6,3,0.808779446887074,0.0527471488422898,0.0527471488422898,6.52182112754091,6.52182112754091,Kingdom of Morocco,Africa
BEL,796433.981488151,790179.484696735,790179.484696735,0.992146873517716,0.992146873517716,267,265,262,0.796433981488151,0.790179484696735,0.790179484696735,99.2146873517716,99.2146873517716,Kingdom of Belgium,Europe
SLE,787785.117241243,7570.00469853347,7570.00469853347,0.00960922532408709,0.00960922532408709,198,2,2,0.787785117241243,0.00757000469853347,0.00757000469853347,0.960922532408709,0.960922532408709,Republic of Sierra Leone,Africa
BWA,713248.733685649,23309.9733257725,23309.9733257725,0.0326814086375174,0.0326814086375174,63,2,1,0.713248733685649,0.0233099733257725,0.0233099733257725,3.26814086375174,3.26814086375174,Republic of Botswana,Africa
TWN,691353.036083091,448593.472013233,448593.472013233,0.648863096855365,0.648863096855365,128,97,91,0.691353036083091,0.448593472013233,0.448593472013233,64.8863096855365,64.8863096855365,,Asia
MKD,690943.681114217,46972.3049799273,46972.3049799273,0.0679828273473457,0.0679828273473457,131,8,3,0.690943681114217,0.0469723049799273,0.0469723049799273,6.79828273473457,6.79828273473457,Republic of North Macedonia,Europe
CHE,661684.862261967,533435.989801571,533435.989801571,0.80617831875135,0.80617831875135,424,368,330,0.661684862261967,0.533435989801571,0.533435989801571,80.617831875135,80.617831875135,Swiss Confederation,Europe
CUB,652044.179941229,87900.2976830827,87900.2976830827,0.134807272861488,0.134807272861488,211,17,9,0.652044179941229,0.0879002976830827,0.0879002976830827,13.4807272861488,13.4807272861488,Republic of Cuba,North America
GNB,615366.410580108,23899.38652179,23899.38652179,0.0388376520246856,0.0388376520246856,99,2,0,0.615366410580108,0.02389938652179,0.02389938652179,3.88376520246856,3.88376520246856,Republic of Guinea-Bissau,Africa
NLD,586838.369324552,586838.369324552,586838.369324552,1,1,228,228,228,0.586838369324552,0.586838369324552,0.586838369324552,100,100,Kingdom of the Netherlands,Europe
BIH,570058.525940391,26966.9848815149,26966.9848815149,0.0473056425864855,0.0473056425864855,203,9,3,0.570058525940391,0.0269669848815149,0.0269669848815149,4.73056425864855,4.73056425864855,Bosnia and Herzegovina,Europe
ALB,554381.822324394,32174.9182307673,32174.9182307673,0.0580374697277508,0.0580374697277508,126,7,3,0.554381822324394,0.0321749182307673,0.0321749182307673,5.80374697277508,5.80374697277508,Republic of Albania,Europe
TGO,539112.880243034,11846.1843766279,11846.1843766279,0.0219734768185981,0.0219734768185981,149,6,4,0.539112880243034,0.0118461843766279,0.0118461843766279,2.19734768185981,2.19734768185981,Togolese Republic,Africa
BFA,478863.554890068,24140.9394380535,24140.9394380535,0.0504129813002694,0.0504129813002694,72,2,2,0.478863554890068,0.0241409394380535,0.0241409394380535,5.04129813002694,5.04129813002694,Burkina Faso,Africa
GNQ,449376.098193336,20275.7666945772,20275.7666945772,0.045119815620131,0.045119815620131,75,4,4,0.449376098193336,0.0202757666945772,0.0202757666945772,4.5119815620131,4.5119815620131,Republic of Equatorial Guinea,Africa
DNK,404517.802611695,315702.057848842,315702.057848842,0.780440454809578,0.780440454809578,259,187,138,0.404517802611695,0.315702057848842,0.315702057848842,78.0440454809578,78.0440454809578,Kingdom of Denmark,Europe
MNE,348987.850850162,41798.9094247137,41798.9094247137,0.119771818196216,0.119771818196216,101,14,6,0.348987850850162,0.0417989094247137,0.0417989094247137,11.9771818196216,11.9771818196216,Montenegro,Europe
IRL,348012.99789044,77018.2281596567,77018.2281596567,0.221308481655916,0.221308481655916,182,29,17,0.34801299789044,0.0770182281596567,0.0770182281596567,22.1308481655916,22.1308481655916,Ireland,Europe
ARM,347747.105126678,30203.5240716163,30203.5240716163,0.0868548540774011,0.0868548540774011,68,5,3,0.347747105126678,0.0302035240716163,0.0302035240716163,8.68548540774011,8.68548540774011,Republic of Armenia,Asia
NAM,314633.198495467,8451.15147725206,8451.15147725206,0.0268603297988397,0.0268603297988397,32,1,0,0.314633198495467,0.00845115147725206,0.00845115147725206,2.68603297988397,2.68603297988397,Republic of Namibia,Africa
SWZ,301640.086510485,65234.4881680845,65234.4881680845,0.21626597751893,0.21626597751893,57,9,7,0.301640086510485,0.0652344881680845,0.0652344881680845,21.626597751893,21.626597751893,Kingdom of eSwatini,Africa
RWA,277380.352055902,0,0,0,0,50,0,0,0.277380352055902,0,0,0,0,Republic of Rwanda,Africa
SLV,263086.611249691,57116.5481374899,57116.5481374899,0.2171016908317,0.2171016908317,87,12,9,0.26308661124969,0.0571165481374899,0.0571165481374899,21.71016908317,21.71016908317,Republic of El Salvador,North America
