FLII,estimate,lower,upper,se
1.87321004867554,0.0527271780428339,0.0461642664616455,0.0592900896240223,0.00334842427611654
2.01094071404409,0.0528545595170257,0.0462962003548037,0.0594129186792478,0.00334610161337859
2.14867137941263,0.0533117974811115,0.0467738617282274,0.0598497332339955,0.0033356815065735
2.28640204478118,0.0540807760420112,0.0475911146081138,0.0605704374759085,0.00331105175198845
2.42413271014973,0.055122543301703,0.0487091988363706,0.0615358877670353,0.00327211452312876
2.56186337551828,0.0563985206762918,0.0500831154624449,0.0627139258901387,0.00322214551726883
2.69959404088683,0.0578690328035196,0.0516614954085136,0.0640765701985257,0.0031671109158194
2.83732470625538,0.0594918792571475,0.0533863859010515,0.0655973726132435,0.00311504763066121
2.97505537162393,0.0612211920080844,0.0551940054989476,0.0672483785172212,0.00307509515772284
3.11278603699248,0.0630065990683211,0.0570170047138141,0.0689961934228282,0.00305591548699339
3.25051670236103,0.0647927278835513,0.0587881846167048,0.0707972711503978,0.00306354248308496
3.38824736772958,0.0665190901500233,0.0604447273311339,0.0725934529689127,0.003099164703515
3.52597803309812,0.0681203925424258,0.0619313568124943,0.0743094282723574,0.00315767129078142
3.66370869846667,0.0695273149641244,0.0632012075296016,0.0758534223986472,0.00322760583394022
3.80143936383522,0.0706677889377474,0.0642144108527201,0.0771211670227747,0.00329253983929963
3.93917002920377,0.0714687932670378,0.0649354338569275,0.078002152677148,0.00333334663781135
4.07690069457232,0.0718591785281838,0.0653306144804952,0.0783877425758725,0.00333090002433095
4.21463135994087,0.0718138950709995,0.0653948391166273,0.0782329510253716,0.00327502854814906
4.35236202530942,0.0713860698012603,0.0651701514182909,0.0776019881842298,0.00317138693008645
4.49009269067797,0.0706402935349465,0.0646992268827859,0.0765813601871071,0.00303115645518398
4.62782335604652,0.0696430719925529,0.0640213569782696,0.0752647870068362,0.0028682219460629
4.76555402141506,0.0684608132766849,0.0631734157105392,0.0737482108428306,0.0026976518194621
4.90328468678361,0.067158259421569,0.062191124389623,0.072125394453515,0.00253425256731938
5.04101535215216,0.0657973708262237,0.0611109886869077,0.0704837529655397,0.0023910112955694
5.17874601752071,0.0644366540994686,0.0599729417012832,0.068900366497654,0.00227740428478848
5.31647668288926,0.0631309113166411,0.0588230553444239,0.0674387672888583,0.00219788570011081
5.45420734825781,0.0619313818099129,0.0577150642005796,0.0661476994192463,0.00215118245374152
5.59193801362636,0.0608862461503135,0.05670970581447,0.0650627864861571,0.00213088792645079
5.72966867899491,0.06004146564886,0.0558722026017332,0.0642107286959868,0.00212717502404428
5.86739934436346,0.0594419392564792,0.0552694103507039,0.0636144681622544,0.00212884127845676
6.005130009732,0.0591329730192907,0.0549680807619272,0.0632978652766542,0.00212494502926709
6.14286067510055,0.0591507482430594,0.0550219767787446,0.0632795197073743,0.00210651605322186
6.2805913404691,0.0594661574921084,0.0554070550357526,0.0635252599484643,0.00207097064099787
6.41832200583765,0.0600271433563304,0.0560679602518473,0.0639863264608135,0.00201999137983832
6.5560526712062,0.0607827680835723,0.0569461874604089,0.0646193487067358,0.00195743909345075
6.69378333657475,0.0616816482971606,0.0579792772457901,0.0653840193485312,0.00188896482212781
6.8315140019433,0.062670729858022,0.0591003230675052,0.0662411366485389,0.00182163611761065
6.96924466731185,0.0636944501013244,0.0602385115483346,0.0671503886543142,0.00176323395560705
7.1069753326804,0.0646943022157914,0.0613212091256138,0.0680673953059689,0.00172096586233548
7.24470599804895,0.0656088255976219,0.0622775530737019,0.0689400981215419,0.00169962883873468
7.38243666341749,0.0663740488090968,0.0630425030821534,0.0697055945360402,0.00169976822803236
7.52016732878604,0.0669244080678509,0.0635596097048334,0.0702892064308685,0.00171673385868244
7.65789799415459,0.0671941537448253,0.0637813850568585,0.0706069224327921,0.00174120851426878
7.79562865952314,0.0671192400091444,0.0636677799423942,0.0705707000758947,0.00176094901364807
7.93335932489169,0.066639668579468,0.0631842323506216,0.0700951048083143,0.00176297766777874
8.07108999026024,0.0657034610172861,0.0623013202724117,0.0691056017621604,0.00173578609432365
8.20882065562879,0.0643085527346152,0.061024851338459,0.0675922541307714,0.00167535785518174
8.34655132099734,0.0625092400293662,0.0593983301068519,0.0656201499518804,0.00158719894005828
8.48428198636588,0.0603665734565196,0.0574638084145068,0.0632693384985323,0.00148100257245548
8.62201265173443,0.0579432184537256,0.0552588399613429,0.0606275969461082,0.00136958086346053
8.75974331710298,0.0553015155636591,0.0528162109211176,0.0577868202062006,0.00126801257272524
8.89747398247153,0.0525018000199506,0.050165642975762,0.0548379570641393,0.00119191685927993
9.03520464784008,0.0496010038494432,0.047339100592545,0.0518629071063414,0.00115403227392765
9.17293531320863,0.0466515502411932,0.0443783222389305,0.0489247782434559,0.00115981020523606
9.31066597857718,0.0437005387686618,0.0413381627363195,0.0460629148010042,0.0012052938940522
9.44839664394573,0.0407892111020968,0.0382810891296208,0.0432973330745729,0.00127965406758982
9.58612730931428,0.0379526797837884,0.0352673113525141,0.0406380482150626,0.00137008593432362
9.72385797468283,0.0352198969047226,0.0323477250720289,0.0380920687374164,0.00146539379219071
9.86158864005137,0.0326138345245152,0.0295615398442464,0.0356661292047841,0.0015572932042188
9.99931930541992,0.0301518440469848,0.0269367835268005,0.0333669045671691,0.00164033700009404
