SITE_ID,n_forest_cells,total_protected_forest_area_mha,mean_carbon_percentile,mean_pest_record_probability,obs_occurrence,record_intensity,mean_sampling_effort,lon,lat,IUCN_group,governance_group,ISO3,country
555707830,13,0.0569301629578651,0.00700571247102827,0.00100919675574343,0,0,0.332234457794172,93.6869308720614,58.5875289825384,IV,Government,RUS,Russia
555707831,8,0.0289556513744071,0.195998242858253,0.00179444336284241,0,0,0.827089220079613,94.8126827700585,57.841675936294,IV,Government,RUS,Russia
555707879,33,0.120736665030386,0.12012802100318,0.000543966101101386,0,0,0.0741522428888315,96.9031420102467,59.2446966707379,IV,Government,RUS,Russia
555707905,62,0.365760379995342,0.071384799356104,0.00630182965508921,0,0,2.81850376128858,88.5352254554829,52.6315690420719,II,Government,RUS,Russia
555707934,128,0.517633730842479,0.911189896938332,0.00102648342082756,0,0,0.699728982834599,122.242764209212,58.6827587965912,Ia,Government,RUS,Russia
555707945,5,0.00980333220731771,0.143276286643119,0.00451957377948204,0,0,0.806502712682223,80.1113132491819,55.0017917852549,IV,Government,RUS,Russia
555708017,5,0.0148358424857939,0.231029892218122,0.00359317697204799,0,0,1.35501740386855,109.251126344145,52.2706989105716,IV,Government,RUS,Russia
555708057,16,0.0479303671650892,0.576788691472073,0.00556965870788873,0,0,2.32258976980472,136.665034476631,52.0615201491527,IV,Government,RUS,Russia
555708059,35,0.150927925082564,0.465588328023493,0.00271968702545791,0,0,1.30396471641311,134.769619448243,50.9119418345965,IV,Government,RUS,Russia
555708060,56,0.297976359709523,0.0668953558563798,0.00581453792841747,0,0,1.78368884042174,137.13717660391,49.1752776574871,Ib,Government,RUS,Russia
555708061,12,0.0602712299139082,0.159823869586133,0.0099801563086359,0,0,4.69863310811532,127.099612150112,54.0685611898156,Ia,Government,RUS,Russia
555708063,8,0.0343422776824591,0.0928830575827775,0.0573509168874353,0,0,4.45513113789616,135.206003006361,48.2666102853215,IV,Government,RUS,Russia
555708151,5,0.00998634424621081,0.0820533563418984,0.0152804002442174,0,0,2.47779149825677,65.874358356073,55.7577680322019,IV,Government,RUS,Russia
555708176,5,0.0158931060447106,0.190275513807342,0.0921248479896128,0,0,4.40226888817926,39.5235057881789,52.2999396556584,IV,Government,RUS,Russia
555708280,7,0.0191529483677997,0.340732663122925,0.02073369749393,0,0,3.4135369141456,84.2032536904803,54.2369960724561,IV,Government,RUS,Russia
555708295,11,0.0350911925946401,0.385787665807252,0.00104332125184565,0,0,0.873594723005107,122.109847443825,54.33176160914,IV,Government,RUS,Russia
555708385,17,0.0693023743634182,0.316004198079401,0.00181628073951826,0,0,0.987003032327537,107.565754952274,55.5814552427954,IV,Government,RUS,Russia
555708390,8,0.0342535871916053,0.369355297209582,0.00197999467174631,0,0,1.41762774421674,106.536580294196,56.5288073068731,IV,Government,RUS,Russia
555708474,6,0.0270131129837006,0.0834388788956866,0.0244688502213923,0,0,5.41222228320757,84.9410792502343,54.6867641691749,IV,Government,RUS,Russia
555708477,9,0.0515523657441326,0.0370340983387963,0.0247860641754526,0,0,4.59832622783548,134.274632227938,43.575579444558,II,Government,RUS,Russia
555708526,35,0.144471919359146,0.588361046018225,0.00177255845671181,0,0,0.578250064099709,137.264552811189,51.5869613502686,IV,Government,RUS,Russia
555708530,5,0.0216567064653458,0.344574305765326,0.000950980847869526,0,0,0.320875433961403,132.402648941469,53.9643930182062,IV,Government,RUS,Russia
555708543,40,0.188287785933791,0.345180787646705,0.00302606769592436,0,0,0.929144660731213,137.828763415959,49.9522474625411,IV,Government,RUS,Russia
555708602,12,0.0517833020150983,0.060246190268358,0.0136510714816021,0,0,2.38850360779175,84.5731873205299,56.1312236862346,IV,Government,RUS,Russia
555708603,7,0.0214320147821149,0.0247363934455585,0.00869593395750981,0,0,1.62967670853616,84.1375399661211,56.0930034708445,IV,Government,RUS,Russia
555708668,5,0.023155734714452,0.0129104116016693,0.00346318869764152,0,0,1.18715955521862,85.4236036335129,57.290996909448,IV,Government,RUS,Russia
