SITE_ID,n_forest_cells,total_protected_forest_area,mean_carbon_percentile,carbon_asset,pest_signal,pest_signal_observed_effort,obs_occurrence,record_intensity,lon,lat,NAME_ENG,DESIG_ENG,DESIG_TYPE,IUCN_CAT_PA,GOV_TYPE,STATUS,STATUS_YR,ISO3,GIS_AREA,IUCN_group,carbon_asset_rank,pest_signal_rank,priority_score,priority_rank,priority_flag
133,15,1117.2094163668,0.631745694999939,705.79223920312,0.00422676780760599,0.00930069278675478,0,0,-72.1027705318823,6.48265057014101,El Cocuy,National Natural Park,National,II,Federal or national ministry or agency,Designated,1977,COL,3060.86944291354,II,0.817219992703393,0.279095220722364,0.228082194242282,0.572053994892375,FALSE
134,25,2715.90267183536,0.394434402681449,1071.24544810633,0.0024985696744845,0.00377925287322134,0,0,-74.5717098494031,2.79963378116141,Cordillera de los Picachos,National Natural Park,National,II,Federal or national ministry or agency,Designated,1977,COL,2879.10777466163,II,0.879241152863918,0.202845676760306,0.178350266688194,0.476833272528274,FALSE
135,22,2391.94454894959,0.0650020868662278,155.481387350022,0.00143258687254505,0.00482199513186899,0,0,-70.1475327587254,-3.44158266213521,Amacayacu,National Natural Park,National,II,Federal or national ministry or agency,Designated,1975,COL,2672.40603100652,II,0.376869755563663,0.14410798978475,0.0543099428849496,0.189346953666545,FALSE
136,12,849.47128656434,0.535428570102718,454.83119630846,0.00696706522548094,0.0191123883873214,0,0,-75.8462473593406,2.94817306172622,Nevado del Huila,National Natural Park,National,II,Federal or national ministry or agency,Designated,1977,COL,1637.56768160749,II,0.71579715432324,0.359722728931047,0.257488505714234,0.622765414082452,FALSE
137,12,776.076809445823,0.509513492741614,395.421605816509,0.00370489515672231,0.0130533424424021,0,0,-74.0363408427208,3.85837569066957,Sumapaz,National Natural Park,National,II,Federal or national ministry or agency,Designated,1977,COL,2109.92472467596,II,0.680043779642466,0.256475738781467,0.174414730787542,0.467347683327253,FALSE
138,20,1915.23661290081,0.50042183104129,958.426212705142,0.00923390773935144,0.0601781347989691,0,0,-76.8775427149733,3.41224545727335,Farallones de Cali,National Natural Park,National,II,Federal or national ministry or agency,Designated,1968,COL,1963.63222376475,II,0.865377599416271,0.412258299890551,0.356759097898718,0.767967894928858,FALSE
139,12,603.890957477576,0.640719444927573,386.924679071813,0.00907629367495954,0.0275167816754563,0,0,-75.8904588508306,3.65474217375339,Las Hermosas - Gloria Valencia de Castaño,National Natural Park,National,II,Federal or national ministry or agency,Designated,1977,COL,1247.12492949941,II,0.671287851149216,0.407880335643926,0.273805114040432,0.65012769062386,FALSE
141,12,886.545061977872,0.487162861842778,431.891829545723,0.0133534791150055,0.0476570294230338,0,0,-76.4077133635177,2.08946346537834,Puracé,National Natural Park,National,II,Federal or national ministry or agency,Designated,1975,COL,917.579447630843,II,0.700839109813937,0.461510397665086,0.323444536269475,0.720175118569865,FALSE
143,9,385.524528017663,0.726740667064524,280.176352661292,0.00593223413098037,0.0587944859229807,0.166701739735197,0.11554884089189,-73.6944945678671,4.57571632527043,Chingaza,National Natural Park,National,II,Federal or national ministry or agency,Designated,1977,COL,772.526192027744,II,0.573148485954031,0.336738416636264,0.193001113657633,0.507114191900766,FALSE
147,6,367.38429008534,0.774810336541392,284.653145441043,0.0117506284261512,0.119021952173815,0,0,-75.5150964299096,4.72882508007992,Los Nevados,National Natural Park,National,II,Federal or national ministry or agency,Designated,1973,COL,614.010379187893,II,0.578620941262313,0.44436337103247,0.257117952009302,0.621670923020795,FALSE
183,36,2780.74816524502,0.370898300534071,1031.37476870261,0.00520758242341164,0.0238905657585375,0.0239140517835959,0.0249274945444926,-77.7778889983471,-0.0592022500031117,Cayambe Coca,National Park,National,II,Federal or national ministry or agency,Designated,2010,ECU,4073.42855123529,II,0.874133527909522,0.314848595403138,0.275219713457102,0.652316672747173,FALSE
