SITE_ID,n_forest_cells,total_protected_forest_area,mean_carbon_percentile,n_high_cells,high_carbon_area,mean_net_effect,obs_occurrence_high,pred_inside_high,pred_outside_high,NAME_ENG,DESIG_ENG,DESIG_TYPE,IUCN_CAT_PA,GOV_TYPE,STATUS,STATUS_YR,ISO3,GIS_AREA,continent,IUCN_group,gap_like,carbon_rank,area_rank,asset_score,gap_rank,priority_score,priority_flag
555557764,28,733.491207164953,0.740779486660476,9,279.912478426193,0.0277098479883187,0.0634691889826709,0.0413498638012443,0.0136400158129255,Lac La Ronge Provincial Park,Natural Environment Park,National,II,Sub-national ministry or agency,Designated,1939,CAN,3194.18097667341,Americas,II,-0.0277098479883187,0.337209302325581,0.391472868217054,0.364341085271318,0.39922480620155,0.145453999158704,FALSE
555557769,16,643.285508979843,0.619126994021408,5,186.68814950066,0.00221552861669718,0,0.00901820216971095,0.00680267355301377,Mccusker River,Ecological Reserve,National,Ia,Sub-national ministry or agency,Designated,1998,CAN,1394.31625411321,Americas,Ia,-0.00221552861669718,0.182170542635659,0.213178294573643,0.197674418604651,0.786821705426357,0.155534523165675,FALSE
555557773,21,958.23164314365,0.921045491449321,21,958.23164314365,0.00346258115379455,0,0.00536213425997892,0.00189955310618437,Seager Wheeler Lake,Representative Area Ecological Reserve,National,Ib,Sub-national ministry or agency,Designated,1999,CAN,1771.88552596095,Americas,Ib,-0.00346258115379455,0.856589147286822,0.883720930232558,0.87015503875969,0.72093023255814,0.62732107445466,TRUE
555566943,32,1122.49757438235,0.728342582393689,9,322.506272161373,0.00452412655544364,0,0.00702219696165996,0.00249807040621631,Pink Lake,Representative Area Ecological Reserve,National,Ib,Sub-national ministry or agency,Designated,2013,CAN,3675.20439574167,Americas,Ib,-0.00452412655544364,0.325581395348837,0.48062015503876,0.403100775193798,0.670542635658915,0.270296256234601,FALSE
555567090,109,3066.54814269048,0.806736570046629,64,2017.95046118999,0.0069643206122733,0,0.0102649536374689,0.00330063302519559,Proposed Albanel-Témiscamie-Otish Biodiversity Reserve,Proposed biodiversity reserve,National,II,Sub-national ministry or agency,Designated,2007,CAN,12041.8069876907,Americas,II,-0.0069643206122733,0.523255813953488,0.961240310077519,0.742248062015504,0.616279069767442,0.457431945195601,FALSE
555567132,6,279.348768013725,0.859463223783019,6,279.348768013725,0.0111124542988509,0,0.0182717534064381,0.0071592991075872,Proposed marais du lac Parent Biodiversity Reserve,Proposed biodiversity reserve,National,II,Sub-national ministry or agency,Designated,2004,CAN,402.840523293089,Americas,II,-0.0111124542988509,0.705426356589147,0.387596899224806,0.546511627906977,0.546511627906977,0.298674959437534,FALSE
555567145,6,149.415578324229,0.878120420515238,5,126.318508075841,0.00630720524681833,0,0.0092950989900378,0.00298789374321947,Proposed lac Onistagane Biodiversity Reserve,Proposed biodiversity reserve,National,II,Sub-national ministry or agency,Designated,2005,CAN,674.300667377948,Americas,II,-0.00630720524681833,0.782945736434109,0.0736434108527132,0.428294573643411,0.624031007751938,0.267269094405384,FALSE
555567148,51,1965.59590810503,0.852767105290187,34,1418.07233232223,0.00523245420832025,0,0.00772145300464941,0.00248899879632915,Assinica National Park Reserve (Québec),Quebec's national park reserve,National,II,Sub-national ministry or agency,Established,2011,CAN,3213.9336786439,Americas,II,-0.00523245420832025,0.678294573643411,0.941860465116279,0.810077519379845,0.635658914728682,0.514932996815095,TRUE
555569935,10,381.227498926045,0.93181553335004,9,362.240162077461,0.0437729495514993,0,0.0899812959405081,0.0462083463890088,Gauri-Shankar,Conservation Area,National,VI,Non-profit organisations,Designated,2010,NPL,2206.34687869987,Asia,VI,-0.0437729495514993,0.89922480620155,0.558139534883721,0.728682170542636,0.329457364341085,0.240069707349318,FALSE
555569942,8,206.961011642224,0.952695750801037,7,187.457962076434,0.0227350189958691,0,0.0455033502774865,0.0227683312816174,Api - Nampa,Conservation Area,National,VI,Federal or national ministry or agency,Designated,2010,NPL,1898.85260037952,Asia,VI,-0.0227350189958691,0.941860465116279,0.217054263565891,0.579457364341085,0.426356589147287,0.247055465416742,FALSE
555576172,16,446.818041756098,0.847590356763737,12,358.148914385189,0.0154194751668567,0,0.0358144176098345,0.0203949424429779,Apa Corumbataí Botucatu Tejupa Perimetro Botucatu,Environmental Protection Area,National,V,Sub-national ministry or agency,Designated,1983,BRA,2139.0250104319,Americas,V,-0.0154194751668567,0.651162790697675,0.550387596899225,0.60077519379845,0.48062015503876,0.288744666786852,FALSE
555576203,6,261.487247946953,0.814076546846682,5,187.553237824479,0.144759991235754,0.853136684610794,0.334756164413342,0.189996173177589,Apa Sistema Cantareira,Environmental Protection Area,National,V,Sub-national ministry or agency,Designated,1998,BRA,2540.92401434659,Americas,V,-0.144759991235754,0.562015503875969,0.22093023255814,0.391472868217054,0.0968992248062016,0.0379334174628929,FALSE
555576219,15,704.970000005409,0.747464434298234,6,252.652418782454,0.124630093324146,0.41643741906347,0.224183397205648,0.0995533038815015,Área De Proteção Ambiental Sul-Rmbh,Environmental Protection Area,National,V,Sub-national ministry or agency,Designated,1994,BRA,1644.31071059162,Americas,V,-0.124630093324146,0.348837209302326,0.337209302325581,0.343023255813954,0.135658914728682,0.0465341626104201,FALSE
555576306,27,1013.14149761093,0.804582997082328,16,565.583095016216,0.0692709247985105,0,0.17924231938873,0.10997139459022,Apa Piracicaba Juquerí-Mirim Area Ii,Environmental Protection Area,National,V,Sub-national ministry or agency,Designated,1991,BRA,2808.12550458267,Americas,V,-0.0692709247985105,0.511627906976744,0.744186046511628,0.627906976744186,0.255813953488372,0.160627366143862,FALSE
555576453,17,1457.82175270667,0.879860632423418,15,1353.49571040776,0.00697798941303843,0,0.0159325322838264,0.00895454287078794,Área De Proteção Ambiental Dos Morros Garapenses,Environmental Protection Area,National,V,Sub-national ministry or agency,Designated,2010,BRA,2343.28218861722,Americas,V,-0.00697798941303843,0.786821705426357,0.930232558139535,0.858527131782946,0.612403100775194,0.525764677603509,TRUE
555576479,7,366.329756946671,0.916222490228764,7,366.329756946671,0.0970092908762138,0.533859926385999,0.26648475340991,0.169475462533696,Apa Itupararanga,Environmental Protection Area,National,V,Sub-national ministry or agency,Designated,1998,BRA,935.864894992598,Americas,V,-0.0970092908762138,0.844961240310077,0.562015503875969,0.703488372093023,0.209302325581395,0.14724175229854,FALSE
555577244,33,607.293453710168,0.663959302633069,5,103.846217378593,0.0610148187721538,0,0.0926080473568305,0.0315932285846767,Oyala Thumotang,National Park Aboriginal,National,II,Joint governance,Designated,2012,AUS,3812.76081712943,Oceania,II,-0.0610148187721538,0.244186046511628,0.0426356589147287,0.143410852713178,0.275193798449612,0.0394657772970374,FALSE
555577270,29,394.187730476434,0.810312192707478,22,294.129123347572,0.1720514636051,0.240531189715646,0.316277330058031,0.144225866452931,Rinyirru (Lakefield),National Park Aboriginal,National,II,Joint governance,Designated,2011,AUS,5439.30712627082,Oceania,II,-0.1720514636051,0.550387596899225,0.434108527131783,0.492248062015504,0.0542635658914729,0.0267111351481281,FALSE
555577339,13,235.344976071492,0.952431014738988,13,235.344976071492,0.081986902616605,0.132143878503843,0.158691168053412,0.0767042654368072,Steve Irwin Wildlife Reserve,Nature Refuge,National,VI,Individual landowners,Designated,2012,AUS,1254.44272351669,Oceania,VI,-0.081986902616605,0.937984496124031,0.310077519379845,0.624031007751938,0.244186046511628,0.152379664683613,FALSE
555577375,7,91.2865524347803,0.864188001807818,6,73.4860910783387,0.103045845971425,0.330811318025234,0.236247676640057,0.133201830668632,Yarraden,Nature Refuge,National,VI,Individual landowners,Designated,2016,AUS,1172.13732641041,Oceania,VI,-0.103045845971425,0.724806201550388,0,0.362403100775194,0.186046511627907,0.0674238327023616,FALSE
555583089,6,286.498243212462,0.944050281156763,6,286.498243212462,0.0391257005641277,0,0.0589647763296157,0.019839075765488,Northern Negros Natural Park,Natural Park,National,II,Federal or national ministry or agency,Designated,2018,PHL,708.799924079988,Asia,II,-0.0391257005641277,0.926356589147287,0.410852713178295,0.668604651162791,0.341085271317829,0.228051198846223,FALSE
555583092,19,1377.1567408493,0.776482768988401,13,909.763405337148,0.031970919212104,0,0.0771382182788292,0.0451672990667252,Quirino Protected Landscape,Protected Landscape,National,V,Federal or national ministry or agency,Designated,2005,PHL,1834.4751444426,Asia,V,-0.031970919212104,0.418604651162791,0.868217054263566,0.643410852713178,0.37984496124031,0.244396370410432,FALSE
555586266,45,2130.254167417,0.717684242362409,13,496.820767109449,0.0859372226781443,0.253711752798064,0.145260387696269,0.0593231650181245,Stephen Mather,Wilderness Area,National,Ib,Federal or national ministry or agency,Designated,1988,USA,2593.67862533302,Americas,Ib,-0.0859372226781443,0.306201550387597,0.713178294573643,0.50968992248062,0.224806201550388,0.11458145544138,FALSE
555599309,7,218.915583431572,0.846626763031777,6,181.768116363685,0.150959530852162,0.463678898898488,0.282462900999624,0.131503370147461,Batavia,Nature Refuge,National,VI,Individual landowners,Designated,2013,AUS,791.426052952822,Oceania,VI,-0.150959530852162,0.647286821705426,0.193798449612403,0.420542635658915,0.0891472868217054,0.0374902349618412,FALSE
555599925,29,1128.76942040836,0.754778487474977,12,404.781098788053,0.035812533745861,0.112788235919879,0.0630342759422216,0.0272217421963607,Área De Proteção Ambiental Estadual Da Escarpa Devoniana,Environmental Protection Area,National,V,Sub-national ministry or agency,Designated,1992,BRA,4147.86366596263,Americas,V,-0.035812533745861,0.368217054263566,0.60077519379845,0.484496124031008,0.352713178294574,0.170888167778379,FALSE
555606906,16,348.113090302455,0.831306624469193,10,193.937411543317,0.000800393939270903,0,0.00140253459596402,0.000602140656693118,Lake Clark,National Preserve,National,V,Federal or national ministry or agency,Designated,1980,USA,15162.4782128821,Americas,V,-0.000800393939270903,0.604651162790698,0.24031007751938,0.422480620155039,0.903100775193798,0.381542575566372,FALSE
555621524,26,1038.50839175226,0.751535625860875,12,471.449716503009,0.00962006329025602,0,0.014964664360495,0.005344601070239,Dillon River Wildland Provincial Park,Wildland Provincial Park,National,Ib,Sub-national ministry or agency,Designated,2015,CAN,1901.27789168492,Americas,Ib,-0.00962006329025602,0.36046511627907,0.689922480620155,0.525193798449612,0.569767441860465,0.299238327023616,FALSE
555637330,337,35519.7523434789,0.310192519900749,8,550.895605914977,0.0216671527187752,0.181672845387087,0.0343402504142133,0.0126730976954381,Rio Negro,Wetland of International Importance (Ramsar Site),International,Ib,Not Reported,Designated,2018,BRA,119481.402533976,Americas,Ib,-0.0216671527187752,0.0116279069767442,0.732558139534884,0.372093023255814,0.434108527131783,0.161528754281594,FALSE
555643762,9,143.658826072127,0.940145824788009,9,143.658826072127,0.217414005058934,0.371383900034295,0.405318030362937,0.187904025304003,Kings Plains - Alkoomie,Nature Refuge,National,II,Non-profit organisations,Designated,2017,AUS,865.132912049389,Oceania,II,-0.217414005058934,0.922480620155039,0.10077519379845,0.511627906976744,0.0232558139534884,0.0118983234180638,FALSE
555682883,13,305.627563844052,0.881902581209685,12,289.547039956627,0.00320332111411548,0,0.00471134769342266,0.00150802657930719,Parque Estadual De Mirador,Park,National,II,Sub-national ministry or agency,Designated,1980,BRA,5012.09029262511,Americas,II,-0.00320332111411548,0.790697674418605,0.418604651162791,0.604651162790698,0.74031007751938,0.447629349197765,FALSE
555695922,32,1040.87180649479,0.555762020681614,13,346.513569782379,0.00220426639599181,0,0.00341135721250604,0.00120709081651422,Kitaskino Nuwenëné Wildland,Wildland Provincial Park,National,Ib,Sub-national ministry or agency,Designated,2019,CAN,3132.27106210282,Americas,Ib,-0.00220426639599181,0.124031007751938,0.534883720930233,0.329457364341085,0.790697674418605,0.260501171804579,FALSE
555697534,12,329.957213558824,0.719829347506818,5,130.313255444959,0.0187913696233676,0,0.0279269753107104,0.00913560568734279,Red Deer Wildlife Management Area,Wildlife Management Area,National,II,Sub-national ministry or agency,Designated,2015,CAN,899.712791003465,Americas,II,-0.0187913696233676,0.310077519379845,0.0852713178294574,0.197674418604651,0.449612403100775,0.0888768703803858,FALSE
555697586,43,1865.71192180261,0.758563808531401,14,561.475591112709,0.00201792300372763,0,0.00394996288182295,0.00193203987809531,Chipanje Chetu,Community Conservation Area,National,VI,Local communities,Designated,1998,MOZ,6653.48744420101,Africa,VI,-0.00201792300372763,0.372093023255814,0.74031007751938,0.556201550387597,0.802325581395349,0.446254732287723,FALSE
555697587,215,5515.89236786847,0.546429915060853,5,110.299075617081,0.00465610409724449,0,0.00882216260191738,0.00416605850467289,Tchuma tchato,Community Conservation Area,National,VI,Government-delegated management,Designated,0,MOZ,34622.3636116464,Africa,VI,-0.00465610409724449,0.112403100775194,0.0503875968992248,0.0813953488372093,0.662790697674419,0.0539480800432666,FALSE
555697870,20,817.667976611367,0.938906391069627,19,780.846701956117,0.000739622885017255,0,0.00147008431038587,0.000730461425368617,Niger Source,Classified Forest,National,IV,Not Reported,Designated,1945,GIN,2464.80693594747,Africa,IV,-0.000739622885017255,0.918604651162791,0.829457364341085,0.874031007751938,0.910852713178295,0.796113514812812,TRUE
555697908,13,441.793220881147,0.817559455559894,9,320.900231177287,0.0050701332374885,0.154378006682631,0.0115446596916211,0.00647452645413265,Loky Manambato,Protected Landscape,National,V,Government-delegated management,Designated,2015,MDG,2485.61236664529,Africa,V,-0.0050701332374885,0.573643410852713,0.476744186046512,0.525193798449612,0.647286821705426,0.33995102457785,FALSE
555703462,9,518.539359088372,0.784210647225866,6,332.013816092986,0.0145660454259856,0,0.021521490622689,0.00695544519670342,Emawbum National Park,National Park,National,II,Federal or national ministry or agency,Designated,2020,MMR,1535.4906109747,Asia,II,-0.0145660454259856,0.437984496124031,0.5,0.468992248062016,0.488372093023256,0.229042725797729,FALSE
555704861,31,1447.24099934939,0.659995117191912,6,269.188849971297,0.166229891041063,0.639906130446741,0.27477259985202,0.108542708810957,STRATHCONA PARK,A - Park,National,II,Sub-national ministry or agency,Designated,1911,CAN,2479.60674407611,Americas,II,-0.166229891041063,0.24031007751938,0.368217054263566,0.304263565891473,0.062015503875969,0.0188690583498588,FALSE
555705044,64,2535.58815260058,0.646706328431835,5,211.965465184791,0.008737889638292,0,0.0133395094695436,0.00460161983125159,Proposed Chisesaakahikan-et-de-la-Rivière-Broadback Biodiversity Reserve,Proposed biodiversity reserve,National,II,Sub-national ministry or agency,Designated,2018,CAN,4977.86706451367,Americas,II,-0.008737889638292,0.22093023255814,0.263565891472868,0.242248062015504,0.589147286821706,0.14271978847425,FALSE
555705237,36,1762.84929938732,0.617432341328938,6,334.614359182436,0.0249569744580815,0,0.0503016230930471,0.0253446486349656,"Distritos Obispos, Sosa, Rojas y Bolívar del Estado Barinas, y Guanare y Guanarito del Estado Portuguesa (Guanare - Masparro)",National Hydraulic Reserve (RNH),National,VI,Collaborative governance,Designated,1974,VEN,9184.9981431652,Americas,VI,-0.0249569744580815,0.178294573643411,0.507751937984496,0.343023255813954,0.414728682170543,0.14226158283757,FALSE
555705313,25,1575.07148204443,0.490945258299696,7,285.332430518035,0.00442477062344608,0,0.00650570478685861,0.00208093416341253,Parc National Ogooué-Lékéti,National Park,National,II,Federal or national ministry or agency,Designated,2022,COG,3460.04098948931,Africa,II,-0.00442477062344608,0.0736434108527132,0.406976744186047,0.24031007751938,0.678294573643411,0.163001021573223,FALSE
555705344,268,9845.98004035095,0.474854846890101,21,981.625943012267,0.00402964362111477,0,0.00792454205682763,0.00389489843571286,Niassa,Special Reserve,National,VI,Collaborative governance,Designated,1954,MOZ,38188.5812658994,Africa,VI,-0.00402964362111477,0.062015503875969,0.891472868217054,0.476744186046512,0.693798449612403,0.330764377140797,FALSE
555705345,21,1063.13170179473,0.762820034460796,8,339.973971792655,0.0120219596863882,0,0.0177421294625893,0.00572016977620102,Chimanimani,Buffer Zone,National,VI,Federal or national ministry or agency,Designated,2003,MOZ,1710.02987360171,Africa,VI,-0.0120219596863882,0.391472868217054,0.511627906976744,0.451550387596899,0.534883720930233,0.241526951505318,FALSE
555707653,13,202.225991254097,0.807780015848079,9,144.977532357407,0.00364781050779108,0.109317581137122,0.00536190482413532,0.00171409431634424,Alhanaj,National Park,National,II,Federal or national ministry or agency,Designated,1999,RUS,1450.69442371706,Europe,II,-0.00364781050779108,0.534883720930233,0.104651162790698,0.319767441860465,0.709302325581395,0.226811790156842,FALSE
555707934,128,5176.33730842479,0.911189896938332,119,4882.18471658606,0.000165242483847835,0,0.00065130297752645,0.000486060493678614,Olekminskij,State Natural Zapovednik,National,Ia,Federal or national ministry or agency,Designated,1984,RUS,8513.60691381824,Europe,Ia,-0.000165242483847835,0.837209302325582,0.996124031007752,0.916666666666667,0.992248062015504,0.909560723514212,TRUE
555708059,35,1509.27925082564,0.465588328023493,5,257.037184208653,0.000911237296585179,0,0.00181166090935019,0.000900423612765014,Badzhal`skij,State Natural Zakaznik,National,IV,Federal or national ministry or agency,Designated,1987,RUS,2816.15659753007,Europe,IV,-0.000911237296585179,0.0542635658914729,0.341085271317829,0.197674418604651,0.891472868217054,0.176221380926627,FALSE
555708526,35,1444.71919359146,0.588361046018225,6,186.071244134231,0.000155038295372214,0,0.000307947855315448,0.000152909559943235,Harpinskij,State Natural Zakaznik,National,IV,Sub-national ministry or agency,Designated,1979,RUS,2974.92654013758,Europe,IV,-0.000155038295372214,0.158914728682171,0.209302325581395,0.184108527131783,0.996124031007752,0.183394928189412,FALSE
555708543,40,1882.87785933791,0.345180787646705,5,226.79482246479,0.00113415331176777,0,0.00219269004862762,0.00105853673685985,Gurskij,State Natural Zakaznik,National,IV,Sub-national ministry or agency,Designated,1990,RUS,2606.05404360415,Europe,IV,-0.00113415331176777,0.0155038759689922,0.282945736434109,0.14922480620155,0.883720930232558,0.131873084550207,FALSE
555708870,13,510.369249784988,0.954441851444509,13,510.369249784988,0.000706056311084441,0,0.00140318910855501,0.00069713279747057,Reka Udochka,State Natural Zakaznik,National,IV,Sub-national ministry or agency,Designated,1983,RUS,1051.10070654799,Europe,IV,-0.000706056311084441,0.957364341085271,0.72093023255814,0.839147286821705,0.918604651162791,0.770844600685055,TRUE
555708963,28,825.87480092143,0.929192310205287,28,825.87480092143,0.000335283141127151,0,0.000655135103560527,0.000319851962433376,Amma,Resource Reserve,National,VI,Sub-national ministry or agency,Designated,1999,RUS,6882.46770451509,Europe,VI,-0.000335283141127151,0.895348837209302,0.844961240310077,0.87015503875969,0.968992248062015,0.843173487170242,TRUE
555708979,6,312.231207133836,0.842615573049466,5,249.044594342949,0.00115318019442761,0,0.00229283993117239,0.00113965973674478,Mopau,State Natural Zakaznik,National,IV,Sub-national ministry or agency,Designated,1999,RUS,536.271605467364,Europe,IV,-0.00115318019442761,0.635658914728682,0.329457364341085,0.482558139534884,0.87984496124031,0.424576347575266,FALSE
555708991,19,819.926806248333,0.768856931899,10,439.279047980784,0.000278019853928415,0,0.000552384905992821,0.000274365052064407,Dublikanskij,State Natural Zakaznik,National,IV,Sub-national ministry or agency,Designated,1981,RUS,1380.94228446982,Europe,IV,-0.000278019853928415,0.39922480620155,0.63953488372093,0.51937984496124,0.976744186046512,0.50730124391563,FALSE
555709053,12,514.472447696564,0.893428066003994,10,437.897241527193,0.000792263227912503,0,0.00157464037347178,0.000782377145559272,Nauchno-issledovatel`skij stacionar Sobolevskij,State Natural Zakaznik,National,IV,Sub-national ministry or agency,Designated,1996,RUS,836.340028425754,Europe,IV,-0.000792263227912503,0.810077519379845,0.635658914728682,0.722868217054264,0.906976744186047,0.655624661979448,TRUE
555709158,89,3219.76572212926,0.456557570806332,5,128.22309295761,0.00461993286059071,0,0.00717111817650618,0.00255118531591548,CHikoj,National Park,National,Ib,Federal or national ministry or agency,Designated,2014,RUS,6671.60036756299,Europe,Ib,-0.00461993286059071,0.0503875968992248,0.0813953488372093,0.0658914728682171,0.666666666666667,0.0439276485788114,FALSE
555709167,133,8416.67396793945,0.137423708065647,5,239.193573864631,0.00246989791302013,0,0.00382282114539375,0.00135292323237362,Bikin,National Park,National,Ib,Federal or national ministry or agency,Designated,2015,RUS,11612.2273698325,Europe,Ib,-0.00246989791302013,0,0.317829457364341,0.158914728682171,0.771317829457364,0.122573763595938,FALSE
555710956,16,485.991896281327,0.970147195233439,16,485.991896281327,0.000198487961931199,0,0.000394269489554287,0.000195781527623088,Lopchinskij,State Natural Zakaznik,National,IV,Sub-national ministry or agency,Designated,1976,RUS,1431.8625072195,Europe,IV,-0.000198487961931199,0.984496124031008,0.697674418604651,0.841085271317829,0.988372093023256,0.831305210023436,TRUE
555711615,6,99.2440915235249,0.867358094556964,5,77.0096150123499,0.000546290892084719,0,0.00108550626530714,0.000539215373222423,Nikishinskij,State Natural Zakaznik,National,IV,Sub-national ministry or agency,Designated,1981,RUS,645.624861318172,Europe,IV,-0.000546290892084719,0.728682170542636,0.00387596899224806,0.366279069767442,0.941860465116279,0.344983775013521,FALSE
555711629,12,267.103950644261,0.791302193553271,7,134.013314341139,0.000463341048934854,0,0.000920599195607079,0.000457258146672225,CHitinskij,State Natural Zakaznik,National,IV,Sub-national ministry or agency,Designated,1981,RUS,1228.10213262933,Europe,IV,-0.000463341048934854,0.453488372093023,0.0891472868217054,0.271317829457364,0.949612403100775,0.257646776035094,FALSE
555711817,8,275.996763512075,0.911610289299312,8,275.996763512075,0.000708354555251008,0,0.00140777967213173,0.000699425116880721,Olenij dol,State Natural Zakaznik,National,IV,Sub-national ministry or agency,Designated,1995,RUS,709.107616091982,Europe,IV,-0.000708354555251008,0.84108527131783,0.383720930232558,0.612403100775194,0.914728682170543,0.560182681329247,TRUE
555711873,58,1339.86869804964,0.655083710398638,8,167.659020991015,0.00146557008620648,0,0.00596371110537504,0.00449814101916855,Magadanskij,State Natural Zapovednik,National,Ia,Federal or national ministry or agency,Designated,1982,RUS,8970.44305150712,Europe,Ia,-0.00146557008620648,0.236434108527132,0.158914728682171,0.197674418604651,0.848837209302326,0.167793401838832,FALSE
555711990,132,3689.4259739113,0.984888271054922,132,3689.4259739113,0.000389728314057952,0,0.000761653539915568,0.000371925225857616,Verhneamginskij,Resource Reserve,National,VI,Sub-national ministry or agency,Designated,1995,RUS,10394.8088021904,Europe,VI,-0.000389728314057952,1,0.984496124031008,0.992248062015504,0.961240310077519,0.953788834805601,TRUE
555712016,47,1360.0588816791,0.628145580093414,21,637.049084648919,0.00142374434389942,0,0.00278495435822437,0.00136121001432496,Ungra,Resource Reserve,National,VI,Sub-national ministry or agency,Designated,1979,RUS,3600.22933056643,Europe,VI,-0.00142374434389942,0.197674418604651,0.775193798449612,0.486434108527132,0.852713178294574,0.414788774713058,FALSE
555712020,44,1627.43496588585,0.407218734914049,5,172.149992042557,0.000218249435107377,0,0.000426308332294332,0.000208058897186955,Dzhanda,Resource Reserve,National,VI,Sub-national ministry or agency,Designated,1997,RUS,3070.30995018676,Europe,VI,-0.000218249435107377,0.0387596899224806,0.174418604651163,0.106589147286822,0.984496124031008,0.104936602367646,FALSE
555712021,25,664.114145802114,0.938252330843172,25,664.114145802114,0.000655705961066828,0,0.00128173397807695,0.000626028017010124,Kyrbykan,Resource Reserve,National,VI,Sub-national ministry or agency,Designated,1999,RUS,5663.78539990893,Europe,VI,-0.000655705961066828,0.914728682170543,0.786821705426357,0.85077519379845,0.926356589147287,0.788121206658254,TRUE
555712022,14,440.091908287187,0.967199240589201,14,440.091908287187,0.000447533945212186,0,0.00087453269479252,0.000426998749580334,Munduruchchu,Resource Reserve,National,VI,Sub-national ministry or agency,Designated,1996,RUS,4505.53476044985,Europe,VI,-0.000447533945212186,0.98062015503876,0.643410852713178,0.812015503875969,0.957364341085271,0.777394687819242,TRUE
555712023,40,571.188155992677,0.7041322401693,22,251.90268673381,0.000882853328697873,0,0.00172725287614999,0.000844399547452114,Nimnyr,Resource Reserve,National,VI,Sub-national ministry or agency,Designated,1999,RUS,4443.41665856416,Europe,VI,-0.000882853328697873,0.290697674418605,0.333333333333333,0.312015503875969,0.895348837209302,0.279362718586623,FALSE
555712024,44,1225.31424529836,0.958161698172309,44,1225.31424529836,0.000482503815287828,0,0.000942975315581175,0.000460471500293347,Tyylaah,Resource Reserve,National,VI,Sub-national ministry or agency,Designated,1999,RUS,2538.66841354009,Europe,VI,-0.000482503815287828,0.965116279069768,0.918604651162791,0.941860465116279,0.945736434108527,0.890751757706869,TRUE
555712025,31,943.533227297173,0.966987670354873,31,943.533227297173,0.00135044934934018,0,0.00264258125222644,0.00129213190288626,Ulahan-Tala,Resource Reserve,National,VI,Sub-national ministry or agency,Designated,1997,RUS,1919.96920061398,Europe,VI,-0.00135044934934018,0.976744186046512,0.875968992248062,0.926356589147287,0.86046511627907,0.797097530196503,TRUE
555712037,104,3191.51794513787,0.401081793687119,11,290.350962668473,0.000358926412387058,0,0.000701219007131515,0.000342292594744457,Vostok,Resource Reserve,National,VI,Sub-national ministry or agency,Designated,1999,RUS,7677.0714755464,Europe,VI,-0.000358926412387058,0.0348837209302326,0.422480620155039,0.228682170542636,0.965116279069768,0.220704885523707,FALSE
555712038,37,656.237442076731,0.644471484351794,14,175.725784456204,0.00149543852379711,0,0.00292739119377961,0.0014319526699825,Hatymi,Resource Reserve,National,VI,Sub-national ministry or agency,Designated,1999,RUS,4226.29658139777,Europe,VI,-0.00149543852379711,0.213178294573643,0.182170542635659,0.197674418604651,0.844961240310077,0.167027221921759,FALSE
555712164,9,100.820631295558,0.904230429625516,8,92.0390806088673,0.00828171678918576,0,0.0122260812706225,0.00394436448143677,Ivano-Arahlejskij,Natural Park,National,II,Sub-national ministry or agency,Designated,2014,RUS,2092.95055038565,Europe,II,-0.00828171678918576,0.829457364341085,0.0232558139534884,0.426356589147287,0.596899224806202,0.254491917553032,FALSE
555712387,20,802.175266834422,0.898176594296389,17,715.468285140874,0.00120721911642594,0,0.00240099453460745,0.00119377541818151,Reka Kol`,State Natural Zakaznik,National,IV,Sub-national ministry or agency,Designated,2006,RUS,2199.5368255059,Europe,IV,-0.00120721911642594,0.817829457364341,0.802325581395349,0.810077519379845,0.875968992248062,0.709602788293973,TRUE
555712746,33,1992.74551744048,0.479115478929648,11,643.858620659771,0.000649188682753049,0,0.00262975132078591,0.00198056263803286,Botchinskij,State Natural Zapovednik,National,Ia,Federal or national ministry or agency,Designated,1994,RUS,2726.17391694978,Europe,Ia,-0.000649188682753049,0.0697674418604651,0.779069767441861,0.424418604651163,0.930232558139535,0.394808004326663,FALSE
555713248,5,88.2550071569121,0.924487336310104,5,88.2550071569121,0.00885152314089217,0.415118959191252,0.0173280915355142,0.00847656839462201,CHinetinskij,State Natural Zakaznik,National,IV,Sub-national ministry or agency,Designated,1976,RUS,650.235410088285,Europe,IV,-0.00885152314089217,0.868217054263566,0.0193798449612403,0.443798449612403,0.577519379844961,0.25630220539631,FALSE
555713635,7,241.877691488875,0.965291041596442,7,241.877691488875,0.00963139208044831,0.157250768933697,0.0138115972687519,0.00418020518830358,Bobrovyj,State Natural Zakaznik,National,IV,Sub-national ministry or agency,Designated,1994,RUS,400.038072388228,Europe,IV,-0.00963139208044831,0.972868217054264,0.321705426356589,0.647286821705426,0.565891472868217,0.366294092903071,FALSE
555713695,8,235.965593875758,0.860000241351696,5,169.74797593474,0.00155425114739862,0,0.00309258346375262,0.001538332316354,Timonovskij,State Natural Zakaznik,National,IV,Sub-national ministry or agency,Designated,1983,RUS,729.35288213879,Europe,IV,-0.00155425114739862,0.709302325581395,0.166666666666667,0.437984496124031,0.84108527131783,0.368382308755483,FALSE
555714414,87,3175.9077886865,0.374311387737968,7,140.603018475834,0.00022152331880874,0,0.000440051819221795,0.000218528500413055,Lyuksini,The Quiet Zone,National,IV,Sub-national ministry or agency,Designated,1999,RUS,5662.48072659437,Europe,IV,-0.00022152331880874,0.0271317829457364,0.0968992248062016,0.062015503875969,0.98062015503876,0.0608136530256595,FALSE
