SITE_ID,n_forest_cells,total_protected_forest_area,mean_carbon_percentile,n_high_cells,high_carbon_area,mean_net_effect,obs_occurrence_high,pred_inside_high,pred_outside_high,NAME_ENG,DESIG_ENG,DESIG_TYPE,IUCN_CAT_PA,GOV_TYPE,STATUS,STATUS_YR,ISO3,GIS_AREA,continent,IUCN_group,gap_like,carbon_rank,area_rank,asset_score,gap_rank,priority_score,priority_flag
555715672,9,374.109169309991,0.88444414621529,8,344.353995560107,0.0206674737321453,0,0.0405547280013494,0.0198872542692041,Área De Proteção Ambiental Litoral Norte,Environmental Protection Area,National,V,Sub-national ministry or agency,Designated,1992,BRA,1371.83018872409,Americas,V,-0.0206674737321453,0.798449612403101,0.523255813953488,0.660852713178295,0.441860465116279,0.292004687218316,FALSE
555715998,5,192.882940579564,0.974157727869505,5,192.882940579564,0.00155548978215781,0,0.00228349687425241,0.000728007092094602,Drumlins-du-Lac-Clérac Biodiversity Reserve,Biodiversity reserve,National,II,Sub-national ministry or agency,Designated,2020,CAN,449.02389439536,Americas,II,-0.00155548978215781,0.988372093023256,0.232558139534884,0.61046511627907,0.837209302325582,0.511087074094105,FALSE
555721641,20,803.206411264766,0.752385763435923,5,175.540363984641,0.0012931670347417,0,0.00189820338871079,0.000605036353969087,Deddessa,National Park,National,II,Sub-national ministry or agency,Designated,2017,ETH,2338.33040168478,Africa,II,-0.0012931670347417,0.364341085271318,0.178294573643411,0.271317829457364,0.868217054263566,0.235562766660657,FALSE
555744512,40,915.961517801935,0.645106461743135,8,166.533997021463,0.00061722656462316,0,0.000905864684304536,0.000288638119681376,Pipunishiwin Saahkamiishtiku Territorial reserve for protected area purposes,Land reserved for protected area,National,II,Sub-national ministry or agency,Established,2020,CAN,5085.86785906769,Americas,II,-0.00061722656462316,0.217054263565891,0.155038759689923,0.186046511627907,0.934108527131783,0.17378763295475,FALSE
555744526,8,296.341500981078,0.831977352674194,5,163.734008557612,0.0154408570542448,0,0.0228298935297321,0.00738903647548733,Aashukan Territorial reserve for protected area purposes,Land reserved for protected area,National,II,Sub-national ministry or agency,Established,2020,CAN,1009.9524554802,Americas,II,-0.0154408570542448,0.612403100775194,0.13953488372093,0.375968992248062,0.472868217054264,0.177783787032029,FALSE
555759266,36,489.943772380388,0.787567488142043,20,260.537593150152,0.124737358317496,0.245929027497759,0.212044075839575,0.0873067175220786,Olkola,Indigenous Protected Area,National,II,Indigenous Peoples,Designated,2022,AUS,6796.59881666527,Oceania,II,-0.124737358317496,0.441860465116279,0.344961240310078,0.393410852713178,0.131782945736434,0.0518448410552251,FALSE
555759399,12,262.917812151791,0.802684925439633,7,146.211603958485,0.0389596052552042,0,0.0820593036325418,0.0430996983773376,Wik,Indigenous Protected Area,National,IV,Indigenous Peoples,Designated,2023,AUS,1562.12962199833,Oceania,IV,-0.0389596052552042,0.484496124031008,0.108527131782946,0.296511627906977,0.344961240310078,0.102285018929151,FALSE
555782800,54,1863.92135354701,0.707261475970795,18,537.941676226897,0.161992125923177,0.533622055527348,0.646481955178019,0.484489829254842,Catchment Reserve Protection Area,Catchment Reserve Protection Area,National,IV,Sub-national ministry or agency,Designated,2009,KOR,3052.33177064894,Asia,IV,-0.161992125923177,0.294573643410853,0.728682170542636,0.511627906976744,0.0736434108527132,0.0376780241572021,FALSE
555783071,7,323.169434193347,0.95424461426842,7,323.169434193347,0.0514757971551718,0,0.106816629663856,0.0553408325086839,Bosque Seco del Occidente Antioqueño,Integrated Management Regional Districts,National,VI,Sub-national ministry or agency,Designated,2021,COL,701.026474606603,Americas,VI,-0.0514757971551718,0.949612403100775,0.484496124031008,0.717054263565891,0.302325581395349,0.216783847124572,FALSE
555783613,9,1040.24836314826,0.928183439198948,9,1040.24836314826,0.00133977585451508,0,0.0030356208315579,0.00169584497704282,Área De Proteção Ambiental Do Rio Pardo,Environmental Protection Area,National,V,Sub-national ministry or agency,Designated,2010,BRA,1138.1320932199,Americas,V,-0.00133977585451508,0.883720930232558,0.895348837209302,0.88953488372093,0.864341085271318,0.768861546782044,TRUE
555783615,6,193.380719352206,0.976531511802581,6,193.380719352206,0.0542529691925213,0.183621863132737,0.134282078001333,0.0800291088088114,Área De Proteção Ambiental Joanes - Ipitanga,Environmental Protection Area,National,V,Sub-national ministry or agency,Designated,1999,BRA,663.039524983745,Americas,V,-0.0542529691925213,0.992248062015504,0.236434108527132,0.614341085271318,0.294573643410853,0.180968691785349,FALSE
555784094,19,1202.28842923382,0.758700444085453,10,584.396018194086,0.0110665484454177,0,0.0168276033312493,0.00576105488583157,Complexe Parc national de Taï - Réserve naturelle partielle de faune du N'Zo,National Park-Partial Fauna Reserve Complex,National,IV,Government-delegated management,Designated,1972,CIV,5358.77475943599,Africa,IV,-0.0110665484454177,0.375968992248062,0.751937984496124,0.563953488372093,0.550387596899225,0.310393005228051,FALSE
