SITE_ID,n_forest_cells,total_protected_forest_area,mean_carbon_percentile,n_high_cells,high_carbon_area,mean_net_effect,obs_occurrence_high,pred_inside_high,pred_outside_high,NAME_ENG,DESIG_ENG,DESIG_TYPE,IUCN_CAT_PA,GOV_TYPE,STATUS,STATUS_YR,ISO3,GIS_AREA,continent,IUCN_group,gap_like,carbon_rank,area_rank,asset_score,gap_rank,priority_score,priority_flag,effect_rank,priority_cut,lon,lat,priority_rank,size_class,designation_group,governance_group
100204,17,404.379208064275,0.86348718705203,13,310.124409386003,0.0025792212245821,0,0.00399553506131265,0.00141631383673055,Amisk Park Reserve,Park Reserve,National,Ib,Sub-national ministry or agency,Designated,1995,CAN,1980.08225600762,Americas,Ib,-0.0025792212245821,0.716814159292035,0.473451327433628,0.595132743362832,0.75968992248062,0.157999843370663,FALSE,0.265486725663717,0.507126634818702,-98.1617647058824,56.7911764705882,0.36283185840708,Medium,Nature/Forest Reserve,Government
101133,42,3577.36097539079,0.564227716784699,8,651.282969950876,0.0560749264832695,0,0.118147152378721,0.0620722258954515,Cuenca del Río Tuy,Critical Area with Treatment Priority (ACPT),National,VI,Federal or national ministry or agency,Designated,1992,VEN,8866.64759050724,Americas,VI,-0.0560749264832695,0.115044247787611,0.805309734513274,0.460176991150443,0.27906976744186,0.342078471297674,FALSE,0.743362831858407,0.507126634818702,-66.5214285714286,10.2619047619048,0.716814159292035,Large,Other designations,Government
101135,14,1036.1202555958,0.79266539634583,11,758.362773318352,0.0103698578918263,0,0.0153007276420753,0.00493086975024903,Tapo - Caparo,National Park (PN),National,II,Federal or national ministry or agency,Designated,1993,VEN,2067.19828409073,Americas,II,-0.0103698578918263,0.446902654867257,0.845132743362832,0.646017699115044,0.562015503875969,0.305857937191636,FALSE,0.473451327433628,0.507126634818702,-71.3285714285714,7.93571428571428,0.654867256637168,Medium,National Park,Government
103166,39,2248.21683195705,0.506683977504326,5,434.252814506691,0.04341464457433,0.158908801254312,0.230398147681263,0.186983503106933,Sierra Gorda,Biosphere Reserve,National,Ia,Federal or national ministry or agency,Designated,1997,MEX,3840.5291318669,Americas,Ia,-0.04341464457433,0.0752212389380531,0.650442477876106,0.36283185840708,0.333333333333333,0.253661210744773,FALSE,0.699115044247788,0.507126634818702,-99.4807692307692,21.324358974359,0.570796460176991,Large,Nature/Forest Reserve,Government
115765,12,477.502436152991,0.826726868328947,9,312.44095830307,0.00395420770803313,0,0.00581634701502019,0.00186213930698706,Parque Estadual Serra Santa Bárbara,Park,National,II,Sub-national ministry or agency,Designated,1999,BRA,1204.32433038772,Americas,II,-0.00395420770803313,0.592920353982301,0.47787610619469,0.535398230088496,0.697674418604651,0.175307385073224,FALSE,0.327433628318584,0.507126634818702,-59.4416666666667,-15.875,0.398230088495575,Small,Other designations,Government
115768,22,636.02894386202,0.859029269157217,17,493.126781409473,0.00232341976508948,0,0.00487857572475461,0.00255515595966513,Área De Proteção Ambiental Das Cabeceiras Do Rio Cuiabá,Environmental Protection Area,National,V,Sub-national ministry or agency,Designated,1998,BRA,4732.15007614816,Americas,V,-0.00232341976508948,0.699115044247788,0.730088495575221,0.714601769911504,0.779069767441861,0.173907510376694,FALSE,0.243362831858407,0.507126634818702,-55.4,-14.4636363636364,0.393805309734513,Large,Other designations,Government
129915,10,917.08546287788,0.722864899130017,5,451.088168390068,0.0131899498596205,0,0.0205733175937124,0.00738336773409183,Mache Chindul,Ecological Reserve,National,Ib,Federal or national ministry or agency,Designated,1996,ECU,1200.37121099351,Americas,Ib,-0.0131899498596205,0.287610619469027,0.68141592920354,0.484513274336283,0.507751937984496,0.257263685488292,FALSE,0.530973451327434,0.507126634818702,-79.81,0.399999999999994,0.575221238938053,Small,Nature/Forest Reserve,Government
147522,18,503.490652681003,0.802887693501753,10,233.865314974247,0.061859792804212,0.908251155896049,0.927247192267841,0.86538739946363,Périgord-Limousin,Regional Nature Park,National,V,Federal or national ministry or agency,Designated,1998,FRA,1861.09183705557,Europe,V,-0.061859792804212,0.473451327433628,0.305309734513274,0.389380530973451,0.271317829457364,0.2928968595818,FALSE,0.752212389380531,0.507126634818702,0.77777777777779,45.6388888888889,0.628318584070796,Medium,Other designations,Government
166889,53,3555.01804881368,0.613597026484844,10,556.063782298327,0.0130312793073733,0,0.0192443483564704,0.00621306904909711,Virunga,National Park,National,II,Not Reported,Designated,1925,COD,7826.52778425678,Africa,II,-0.0130312793073733,0.146017699115044,0.765486725663717,0.455752212389381,0.515503875968992,0.237959119743128,FALSE,0.52212389380531,0.507126634818702,29.5141509433962,-0.316037735849062,0.553097345132743,Large,National Park,Other governance
178297,11,275.146135457297,0.849745698712843,10,233.855843002093,0.153151472139459,1,0.882657097308566,0.729505625169107,Causses Du Quercy,Regional Nature Park,National,V,Federal or national ministry or agency,Designated,1999,FRA,1831.76577014691,Europe,V,-0.153151472139459,0.668141592920354,0.300884955752212,0.484513274336283,0.0852713178294574,0.448067585558775,FALSE,0.924778761061947,0.507126634818702,1.69545454545455,44.55,0.836283185840708,Medium,Other designations,Government
193411,18,670.842785905433,0.568523711460848,6,154.69538915424,0.084748143327812,0.804174899471388,0.888472757234744,0.803724613906932,Millevaches En Limousin,Regional Nature Park,National,V,Federal or national ministry or agency,Designated,2004,FRA,3351.73749522562,Europe,V,-0.084748143327812,0.119469026548673,0.123893805309735,0.121681415929204,0.232558139534884,0.0963759887226878,FALSE,0.792035398230089,0.507126634818702,1.98333333333334,45.6611111111111,0.243362831858407,Medium,Other designations,Government
196476,9,338.761458716777,0.778046833815334,6,205.954156797674,0.0395713342504294,0,0.0674702066744185,0.0278988724239891,Geoparcul Platoul Mehedinți,Natural park,National,V,Federal or national ministry or agency,Designated,2004,ROU,1063.65844912078,Europe,V,-0.0395713342504294,0.407079646017699,0.256637168141593,0.331858407079646,0.337209302325581,0.230538804918161,FALSE,0.694690265486726,0.507126634818702,22.6611111111111,44.9055555555556,0.517699115044248,Small,Other designations,Government
198355,75,4020.84037462826,0.713342526876574,21,1077.91306141878,0.00488130233307822,0,0.0101974075951828,0.00531610526210456,Área De Proteção Ambiental Serra Da Ibiapaba,Environmental Protection Area,National,V,Sub-national ministry or agency,Designated,1996,BRA,16287.2914107127,Americas,V,-0.00488130233307822,0.274336283185841,0.920353982300885,0.597345132743363,0.655038759689923,0.224665204792858,FALSE,0.376106194690265,0.507126634818702,-41.53,-3.80466666666667,0.504424778761062,Large,Other designations,Government
198360,18,1752.90053194923,0.623048101507494,6,425.409680447868,0.0131484955916317,0,0.0294544953148142,0.0163059997231825,Floresta Nacional De Carajás,Forest,National,VI,Sub-national ministry or agency,Designated,1998,BRA,3912.63206594471,Americas,VI,-0.0131484955916317,0.163716814159292,0.63716814159292,0.400442477876106,0.511627906976744,0.210852455164852,FALSE,0.526548672566372,0.507126634818702,-50.2333333333333,-6.1388888888889,0.473451327433628,Large,Other designations,Government
306235,8,319.531886387168,0.916445668417946,8,319.531886387168,0.00448417461968249,0.123556707661148,0.00659220887840084,0.00210803425871835,Parc national des Plateaux Batéké,National park,National,II,Federal or national ministry or agency,Designated,2002,GAB,2025.9884538129,Africa,II,-0.00448417461968249,0.849557522123894,0.491150442477876,0.670353982300885,0.674418604651163,0.23729344506226,FALSE,0.353982300884956,0.507126634818702,14.05,-2.15000000000001,0.548672566371681,Medium,National Park,Government
308517,59,2937.18386865771,0.605295767099068,11,467.809183063878,0.00572117964155476,0,0.00842352279107299,0.00270234314951824,Proposed vallée de la rivière Natashquan Biodiversity Reserve,Proposed biodiversity reserve,National,II,Sub-national ministry or agency,Designated,2003,CAN,4146.94743550375,Americas,II,-0.00572117964155476,0.132743362831858,0.70353982300885,0.418141592920354,0.631782945736434,0.166516563552353,FALSE,0.398230088495575,0.507126634818702,-61.6245762711865,51.5906779661017,0.380530973451327,Large,Nature/Forest Reserve,Government
308519,25,1256.46550608998,0.677279389627035,5,203.458973950638,0.00181316491240343,0,0.00266208762365312,0.000848922711249691,Proposed basses collines du lac Guernesé Biodiversity Reserve,Proposed biodiversity reserve,National,II,Sub-national ministry or agency,Designated,2003,CAN,2051.37366743482,Americas,II,-0.00181316491240343,0.243362831858407,0.252212389380531,0.247787610619469,0.829457364341085,0.0460490249823792,FALSE,0.185840707964602,0.507126634818702,-57.898,51.878,0.132743362831858,Medium,Nature/Forest Reserve,Government
310152,7,347.694535298445,0.798334583049539,5,232.178728258226,0.199846300027675,1,0.345165980062993,0.145319680035318,Namadgi,National Park,National,II,Sub-national ministry or agency,Designated,2012,AUS,772.281725922793,Oceania,II,-0.199846300027675,0.455752212389381,0.292035398230089,0.373893805309735,0.0387596899224806,0.360658626360717,FALSE,0.964601769911504,0.507126634818702,148.935714285714,-35.55,0.756637168141593,Small,National Park,Government
312904,113,10284.0029311074,0.539063662217027,5,345.279399749574,0.0109673217811033,0,0.0220909983443122,0.0111236765632088,Hukaung Valley Wildlife  Sanctuary (extension),Wildlife Sanctuary,National,IV,Joint governance,Designated,2010,MMR,11300.7728599178,Asia,IV,-0.0109673217811033,0.0973451327433628,0.553097345132743,0.325221238938053,0.558139534883721,0.15541545931553,FALSE,0.47787610619469,0.507126634818702,96.4137168141593,26.4473451327434,0.353982300884956,Large,Other designations,Other governance
317259,8,515.61049293868,0.765008138796114,5,273.378614700055,0.0177508463347648,0,0.0262753380491217,0.00852449171435695,Danau Sentarum,National Park,National,II,Federal or national ministry or agency,Designated,0,IDN,1276.1311745296,Asia,II,-0.0177508463347648,0.376106194690265,0.389380530973451,0.382743362831858,0.457364341085271,0.22354922076905,FALSE,0.584070796460177,0.507126634818702,112.125,0.837499999999995,0.495575221238938,Small,National Park,Government
342356,12,1093.08930810867,0.78927054169952,7,626.952021315496,0.11836282992579,0.14443559519311,0.186965251703087,0.068602421777297,Laguna del Tigre,National Park,National,II,Federal or national ministry or agency,Designated,1990,GTM,2894.35470169562,Americas,II,-0.11836282992579,0.429203539823009,0.792035398230089,0.610619469026549,0.151162790697674,0.529563787297361,TRUE,0.867256637168142,0.507126634818702,-90.6916666666667,17.5333333333333,0.920353982300885,Medium,National Park,Government
351787,14,409.287514030953,0.836614221082009,9,234.597221107085,0.0137334452637977,0,0.0239081745393249,0.0101747292755272,Área De Proteção Ambiental Morro Da Pedreira,Environmental Protection Area,National,V,Sub-national ministry or agency,Designated,1990,BRA,1317.69912413802,Americas,V,-0.0137334452637977,0.623893805309734,0.309734513274336,0.466814159292035,0.503875968992248,0.249931474665205,FALSE,0.535398230088496,0.507126634818702,-43.5071428571429,-19.3785714285714,0.566371681415929,Small,Other designations,Government
351795,23,1971.30414549242,0.803591994222444,16,1287.98685821897,0.000571863636141601,0,0.00231792706217861,0.00174606342603701,Reserva Biológica Nascentes Serra Do Cachimbo,Biological Reserve,National,Ia,Sub-national ministry or agency,Designated,2005,BRA,3421.97488504656,Americas,Ia,-0.000571863636141601,0.495575221238938,0.938053097345133,0.716814159292035,0.937984496124031,0.0475761610149581,FALSE,0.0663716814159292,0.507126634818702,-54.7195652173913,-8.99347826086957,0.141592920353982,Medium,Nature/Forest Reserve,Government
351806,6,107.435720744732,0.955031592658426,6,107.435720744732,0.00838297258654164,0,0.0123513932186513,0.00396842063210962,Parque Nacional Da Chapada Das Mesas,Park,National,II,Sub-national ministry or agency,Designated,2006,BRA,1599.52460541846,Americas,II,-0.00838297258654164,0.955752212389381,0.0486725663716814,0.502212389380531,0.593023255813954,0.222217871407315,FALSE,0.442477876106195,0.507126634818702,-47.2666666666667,-7.10000000000001,0.491150442477876,Small,Other designations,Government
351833,36,3018.66156692472,0.505672387019779,7,445.146705580662,0.00120784349656433,0,0.00177298609254925,0.000565142595984921,Parque Nacional Dos Campos Amazônicos,Park,National,II,Sub-national ministry or agency,Designated,2011,BRA,9613.09970523517,Americas,II,-0.00120784349656433,0.0707964601769912,0.676991150442478,0.373893805309735,0.872093023255814,0.0529407157960686,FALSE,0.141592920353982,0.507126634818702,-61.4555555555556,-8.50000000000001,0.150442477876106,Large,Other designations,Government
351871,17,1399.08908167778,0.768990224981378,9,783.366802675674,0.00411739077022294,0,0.00958289283091713,0.00546550206069419,Área De Proteção Ambiental Caminhos Ecológicos Da Boa Esperança,Environmental Protection Area,National,V,Sub-national ministry or agency,Designated,2016,BRA,2319.98729955411,Americas,V,-0.00411739077022294,0.384955752212389,0.858407079646018,0.621681415929204,0.689922480620155,0.209061007126635,FALSE,0.336283185840708,0.507126634818702,-39.4088235294118,-13.5794117647059,0.464601769911505,Medium,Other designations,Government
351878,20,760.511773049884,0.867877070665027,15,584.773314377553,0.00420020482725055,0,0.0087348808525815,0.00453467602533095,Área De Proteção Ambiental Da Chapada Dos Guimarães,Environmental Protection Area,National,V,Sub-national ministry or agency,Designated,1995,BRA,2534.36644933765,Americas,V,-0.00420020482725055,0.730088495575221,0.783185840707965,0.756637168141593,0.686046511627907,0.257792309499569,FALSE,0.34070796460177,0.507126634818702,-55.745,-15.415,0.579646017699115,Medium,Other designations,Government
351898,5,113.435952985673,0.933595133087334,5,113.435952985673,0.0067463662013709,0,0.0154110829570955,0.00866471675572462,Área De Proteção Ambiental Foz Do Rio Santa Tereza,Environmental Protection Area,National,V,Sub-national ministry or agency,Designated,1997,BRA,501.430380331902,Americas,V,-0.0067463662013709,0.898230088495575,0.0575221238938053,0.47787610619469,0.62015503875969,0.19664813219516,FALSE,0.411504424778761,0.507126634818702,-48.59,-11.87,0.424778761061947,Small,Other designations,Government
351900,105,4975.86353049537,0.844661888931971,85,3942.00060833648,0.00235165310432291,0,0.00514230154268022,0.00279064843835731,Área De Proteção Ambiental Ilha Do Bananal/Cantão,Environmental Protection Area,National,V,Sub-national ministry or agency,Designated,1997,BRA,15700.1643032264,Americas,V,-0.00235165310432291,0.641592920353982,0.991150442477876,0.816371681415929,0.775193798449612,0.202286788315451,FALSE,0.247787610619469,0.507126634818702,-49.5757142857143,-9.61095238095239,0.442477876106195,Large,Other designations,Government
351907,34,984.85790416143,0.81616978966293,22,593.468980624463,0.00732733788230741,0,0.0129567129482986,0.00562937506599117,Área De Proteção Ambiental Pouso Alto,Environmental Protection Area,National,V,Sub-national ministry or agency,Designated,2001,BRA,8394.94474221561,Americas,V,-0.00732733788230741,0.566371681415929,0.787610619469027,0.676991150442478,0.604651162790698,0.290566998198763,FALSE,0.429203539823009,0.507126634818702,-47.714705882353,-13.9264705882353,0.615044247787611,Large,Other designations,Government
352130,76,5735.0357254027,0.807400112220178,47,3822.76236487638,0.00775420380531348,0.0103709704575296,0.0177394029839483,0.00998519917863483,Área De Proteção Ambiental Da Baixada Maranhense,Environmental Protection Area,National,V,Sub-national ministry or agency,Designated,1991,BRA,17282.9067606734,Americas,V,-0.00775420380531348,0.52212389380531,0.986725663716814,0.754424778761062,0.60077519379845,0.327139948312319,FALSE,0.433628318584071,0.507126634818702,-45.1302631578947,-2.84078947368422,0.690265486725664,Large,Other designations,Government
352159,12,1240.10305531408,0.740907159778589,7,683.670598489365,0.0031060375694406,0,0.00629633879557163,0.00319030122613103,Reserva Extrativista Jaci-Paraná,Extractive Reserve,National,VI,Sub-national ministry or agency,Designated,2011,BRA,1970.92727591046,Americas,VI,-0.0031060375694406,0.314159292035398,0.81858407079646,0.566371681415929,0.748062015503876,0.155376301981361,FALSE,0.274336283185841,0.507126634818702,-64.175,-9.74166666666667,0.349557522123894,Medium,Nature/Forest Reserve,Government
352203,102,11698.3213131078,0.825458555199918,66,7320.04333849647,0.00331528312516416,0.0161259581928398,0.00725396169430031,0.00393867856913615,Área De Proteção Ambiental Triunfo Do Xingu,Environmental Protection Area,National,V,Sub-national ministry or agency,Designated,2006,BRA,16796.443918445,Americas,V,-0.00331528312516416,0.584070796460177,1,0.792035398230089,0.732558139534884,0.231302372934451,FALSE,0.292035398230089,0.507126634818702,-52.8852941176471,-6.41666666666667,0.52212389380531,Large,Other designations,Government
352211,5,201.569930100515,0.963136247445076,5,201.569930100515,0.00510942933447957,0,0.00957658391051266,0.00446715457603309,Área De Proteção Ambiental De São Geraldo Do Araguaia,Environmental Protection Area,National,V,Sub-national ministry or agency,Designated,1996,BRA,267.034354216761,Americas,V,-0.00510942933447957,0.964601769911504,0.247787610619469,0.606194690265487,0.63953488372093,0.236040410368862,FALSE,0.389380530973451,0.507126634818702,-48.49,-6.23000000000001,0.544247787610619,Small,Other designations,Government
356397,11,311.719559881127,0.862844380159249,8,217.02137491952,0.109230166478871,0,0.172520552350327,0.063290385871457,Muundhi (Jack River),National Park Aboriginal,National,II,Joint governance,Designated,2013,AUS,1647.92836376264,Oceania,II,-0.109230166478871,0.712389380530973,0.274336283185841,0.493362831858407,0.170542635658915,0.419140104941656,FALSE,0.849557522123894,0.507126634818702,144.813636363636,-14.9772727272727,0.823008849557522,Small,National Park,Other governance
357372,5,154.301239058874,0.945326883770969,5,154.301239058874,0.0506981976849689,0,0.261588902494011,0.210890704809042,Tone-Perup,Nature Reserve,National,Ia,Sub-national ministry or agency,Designated,2004,AUS,559.741742204101,Oceania,Ia,-0.0506981976849689,0.924778761061947,0.119469026548673,0.52212389380531,0.306201550387597,0.37657608270029,FALSE,0.721238938053097,0.507126634818702,116.59,-34.17,0.769911504424779,Small,Nature/Forest Reserve,Government
365217,25,1142.23012180223,0.782301084662269,11,493.290096585712,0.10888855034288,0.815947252635065,0.238651513021726,0.129762962678846,Alpine Lakes,Wilderness,National,Ib,Federal or national ministry or agency,Designated,1976,USA,1680.26471268268,Americas,Ib,-0.10888855034288,0.415929203539823,0.734513274336283,0.575221238938053,0.174418604651163,0.486138303704284,FALSE,0.845132743362832,0.507126634818702,-121.218,47.57,0.88495575221239,Small,Wilderness Area,Government
366393,14,279.642773975586,0.692330448706005,5,87.4815129563859,0.0830761199616275,0.32239470542015,0.136447733759319,0.0533716137976919,Bridger,Wilderness,National,Ib,Federal or national ministry or agency,Designated,1964,USA,1727.00050553477,Americas,Ib,-0.0830761199616275,0.252212389380531,0.0176991150442478,0.134955752212389,0.236434108527132,0.106292583600908,FALSE,0.787610619469027,0.507126634818702,-109.5,42.9,0.265486725663717,Medium,Wilderness Area,Government
368535,10,347.556819509668,0.868739615595615,9,302.967251863254,0.138083589617251,0.35640319198667,0.238927294405686,0.100843704788435,Flat Tops,Wilderness,National,Ib,Federal or national ministry or agency,Designated,1975,USA,934.952160574651,Americas,Ib,-0.138083589617251,0.734513274336283,0.460176991150443,0.597345132743363,0.10077519379845,0.541839611559245,TRUE,0.907079646017699,0.507126634818702,-107.28,39.93,0.933628318584071,Small,Wilderness Area,Government
368950,25,1080.39597127674,0.689182587659783,5,163.891912326805,0.0947903570077488,0.650577184203671,0.156406287450405,0.0616159304426564,Glacier Peak,Wilderness,National,Ib,Federal or national ministry or agency,Designated,1964,USA,2291.84088105257,Americas,Ib,-0.0947903570077488,0.247787610619469,0.141592920353982,0.194690265486726,0.213178294573643,0.158508888714856,FALSE,0.814159292035398,0.507126634818702,-121.042,48.158,0.367256637168142,Medium,Wilderness Area,Government
369302,10,288.766355773879,0.809026199893889,7,192.356394356249,0.0652537377214045,0.288518080106248,0.172677452805178,0.107423715083773,Gros Ventre,Wilderness,National,Ib,Federal or national ministry or agency,Designated,1984,USA,1158.65538376973,Americas,Ib,-0.0652537377214045,0.539823008849558,0.230088495575221,0.384955752212389,0.263565891472868,0.291271830213799,FALSE,0.756637168141593,0.507126634818702,-110.44,43.41,0.619469026548673,Small,Wilderness Area,Government
369724,14,323.710463489364,0.869868945593537,12,267.879500424598,0.121964667522187,0,0.208686554765185,0.086721887242998,High Uintas,Wilderness,National,Ib,Federal or national ministry or agency,Designated,1984,USA,1836.72022943696,Americas,Ib,-0.121964667522187,0.738938053097345,0.376106194690265,0.557522123893805,0.13953488372093,0.488448586420237,FALSE,0.876106194690266,0.507126634818702,-110.5,40.7214285714286,0.893805309734513,Medium,Wilderness Area,Government
370277,15,523.518645693372,0.803324852258011,8,299.056823763579,0.2457446315215,0.687240444568876,0.623826401117664,0.378081769596164,John Muir,Wilderness,National,Ib,Federal or national ministry or agency,Designated,1964,USA,2645.15862623915,Americas,Ib,-0.2457446315215,0.486725663716814,0.455752212389381,0.471238938053097,0.00387596899224806,0.471238938053097,FALSE,1,0.507126634818702,-118.996666666667,37.3366666666667,0.853982300884956,Medium,Wilderness Area,Government
370437,10,289.016372376681,0.852028867829565,9,266.409488960032,0.00232105696457178,0,0.00359496783627993,0.00127391087170815,Kenai,National Wildlife Refuge,National,IV,Federal or national ministry or agency,Designated,1960,USA,7845.58383470841,Americas,IV,-0.00232105696457178,0.672566371681416,0.367256637168142,0.519911504424779,0.782945736434109,0.124226642650168,FALSE,0.238938053097345,0.507126634818702,-150.9,59.95,0.309734513274336,Large,Other designations,Government
371476,9,579.138570301812,0.918664428300154,8,531.374907101023,0.147333645759196,0.385178597045778,0.328812626710375,0.181478980951179,Marble Mountain,Wilderness,National,Ib,Federal or national ministry or agency,Designated,1964,USA,911.760247510098,Americas,Ib,-0.147333645759196,0.853982300884956,0.752212389380531,0.803097345132743,0.0930232558139535,0.73558031169238,TRUE,0.915929203539823,0.507126634818702,-123.227777777778,41.4944444444444,0.991150442477876,Small,Wilderness Area,Government
372151,12,796.844045987572,0.803362859468543,7,436.416838094427,0.239112363742308,0.839167697706071,0.548897359292467,0.309784995550159,Mount Rainier,National Park,National,II,Federal or national ministry or agency,Designated,1899,USA,956.650057774967,Americas,II,-0.239112363742308,0.491150442477876,0.65929203539823,0.575221238938053,0.0116279069767442,0.570130785496123,TRUE,0.991150442477876,0.507126634818702,-121.641666666667,46.8416666666667,0.942477876106195,Small,National Park,Government
372420,7,172.553616905321,0.870129894787301,6,157.602791193189,0.0822829417299382,0,0.135874619636547,0.053591677906609,North Absaroka,Wilderness,National,Ib,Federal or national ministry or agency,Designated,1964,USA,1401.5086788894,Americas,Ib,-0.0822829417299382,0.743362831858407,0.132743362831858,0.438053097345133,0.24031007751938,0.343076983318976,FALSE,0.783185840707965,0.507126634818702,-109.707142857143,44.7214285714286,0.725663716814159,Small,Wilderness Area,Government
372957,25,1291.52312782731,0.612541058988268,6,288.313718506049,0.0719805638511847,0,0.117234815432179,0.0452542515809944,Pasayten,Wilderness,National,Ib,Federal or national ministry or agency,Designated,1969,USA,2150.19224668986,Americas,Ib,-0.0719805638511847,0.141592920353982,0.433628318584071,0.287610619469027,0.251937984496124,0.221434724723941,FALSE,0.769911504424779,0.507126634818702,-120.522,48.918,0.486725663716814,Medium,Wilderness Area,Government
373034,7,420.850278889729,0.893572071231041,6,390.138225498035,0.219293808889081,0.816643512026296,0.446353909824806,0.227060100935725,Pecos,Wilderness,National,Ib,Federal or national ministry or agency,Designated,1955,USA,897.690698143445,Americas,Ib,-0.219293808889081,0.809734513274336,0.623893805309734,0.716814159292035,0.0193798449612403,0.70412718302138,TRUE,0.982300884955752,0.507126634818702,-105.621428571429,35.8785714285714,0.986725663716814,Small,Wilderness Area,Government
375788,17,593.008282420446,0.853762841465415,13,467.041322447452,0.104535018329401,0.230904867994214,0.191582784482854,0.087047766153453,Teton,Wilderness,National,Ib,Federal or national ministry or agency,Designated,1964,USA,2366.32949833083,Americas,Ib,-0.104535018329401,0.68141592920354,0.699115044247788,0.690265486725664,0.182170542635659,0.580311692379983,TRUE,0.84070796460177,0.507126634818702,-110.261764705882,43.9676470588235,0.946902654867257,Medium,Wilderness Area,Government
375919,15,900.602826623996,0.761734795608828,9,479.454053287066,0.200869317822069,0.484121684383424,0.421951416193059,0.221082098370991,Three Sisters,Wilderness,National,Ib,Federal or national ministry or agency,Designated,1964,USA,1148.57108864518,Americas,Ib,-0.200869317822069,0.367256637168142,0.716814159292035,0.542035398230089,0.0348837209302326,0.525246691205263,TRUE,0.969026548672566,0.507126634818702,-121.916666666667,44.05,0.907079646017699,Small,Wilderness Area,Government
376099,25,1443.07475765868,0.842195394281913,15,895.273005878168,0.135569885659376,0.412309237647448,0.349454956686089,0.213885071026713,Trinity Alps,Wilderness,National,Ib,Federal or national ministry or agency,Designated,1964,USA,2185.62571753865,Americas,Ib,-0.135569885659376,0.628318584070796,0.88495575221239,0.756637168141593,0.112403100775194,0.679634270498864,TRUE,0.898230088495575,0.507126634818702,-123.106,41.014,0.969026548672566,Medium,Wilderness Area,Government
376604,18,389.165947365404,0.771302638178915,5,119.796541336411,0.0982079156423392,0.205384277035289,0.165062983370448,0.066855067728109,Washakie,Wilderness,National,Ib,Federal or national ministry or agency,Designated,1972,USA,2808.24908057942,Americas,Ib,-0.0982079156423392,0.393805309734513,0.0619469026548673,0.22787610619469,0.201550387596899,0.188552353355784,FALSE,0.827433628318584,0.507126634818702,-109.644444444444,44.0944444444445,0.420353982300885,Medium,Wilderness Area,Government
376699,17,482.059006286366,0.888483801574789,14,417.357292719037,0.116514301350283,0.0384603507606989,0.226310831041249,0.109796529690966,Weminuche,Wilderness,National,Ib,Federal or national ministry or agency,Designated,1975,USA,2024.67381504518,Americas,Ib,-0.116514301350283,0.800884955752212,0.632743362831858,0.716814159292035,0.158914728682171,0.618490093194455,TRUE,0.86283185840708,0.507126634818702,-107.297058823529,37.6029411764706,0.960176991150442,Medium,Wilderness Area,Government
391972,9,440.139182204926,0.791697425617216,5,227.04875195764,0.111156747554387,1,0.849793393566289,0.738636646011902,Pyrénées Ariégeoises,Regional Nature Park,National,V,Federal or national ministry or agency,Designated,2009,FRA,2454.82870731469,Europe,V,-0.111156747554387,0.442477876106195,0.287610619469027,0.365044247787611,0.166666666666667,0.311741326650482,FALSE,0.853982300884956,0.507126634818702,1.37222222222224,42.9944444444445,0.672566371681416,Medium,Other designations,Government
