SITE_ID,n_forest_cells,total_protected_forest_area,mean_carbon_percentile,n_high_cells,high_carbon_area,mean_net_effect,obs_occurrence_high,pred_inside_high,pred_outside_high,NAME_ENG,DESIG_ENG,DESIG_TYPE,IUCN_CAT_PA,GOV_TYPE,STATUS,STATUS_YR,ISO3,GIS_AREA,continent,IUCN_group,gap_like,carbon_rank,area_rank,asset_score,gap_rank,priority_score,priority_flag,effect_rank,priority_cut,lon,lat,priority_rank,size_class,designation_group,governance_group
555695922,32,1040.87180649479,0.555762020681614,13,346.513569782379,0.00220426639599181,0,0.00341135721250604,0.00120709081651422,Kitaskino Nuwenëné Wildland,Wildland Provincial Park,National,Ib,Sub-national ministry or agency,Designated,2019,CAN,3132.27106210282,Americas,Ib,-0.00220426639599181,0.110619469026549,0.561946902654867,0.336283185840708,0.790697674418605,0.077374892317331,FALSE,0.230088495575221,0.507126634818702,-112.209375,57.8375,0.212389380530973,Medium,Other designations,Government
555697534,12,329.957213558824,0.719829347506818,5,130.313255444959,0.0187913696233676,0,0.0279269753107104,0.00913560568734279,Red Deer Wildlife Management Area,Wildlife Management Area,National,II,Sub-national ministry or agency,Designated,2015,CAN,899.712791003465,Americas,II,-0.0187913696233676,0.283185840707965,0.0884955752212389,0.185840707964602,0.449612403100775,0.110188738350693,FALSE,0.592920353982301,0.507126634818702,-101.283333333333,53.2166666666667,0.274336283185841,Small,Other designations,Government
555697586,43,1865.71192180261,0.758563808531401,14,561.475591112709,0.00201792300372763,0,0.00394996288182295,0.00193203987809531,Chipanje Chetu,Community Conservation Area,National,VI,Local communities,Designated,1998,MOZ,6653.48744420101,Africa,VI,-0.00201792300372763,0.349557522123894,0.769911504424779,0.559734513274336,0.802325581395349,0.121358367922312,FALSE,0.216814159292035,0.507126634818702,35.5476744186047,-12.05,0.305309734513274,Large,Other designations,Community/Indigenous
555697587,215,5515.89236786847,0.546429915060853,5,110.299075617081,0.00465610409724449,0,0.00882216260191738,0.00416605850467289,Tchuma tchato,Community Conservation Area,National,VI,Government-delegated management,Designated,0,MOZ,34622.3636116464,Africa,VI,-0.00465610409724449,0.101769911504425,0.0530973451327434,0.0774336283185841,0.662790697674419,0.028438013940011,FALSE,0.367256637168142,0.507126634818702,31.7258139534884,-15.3016279069767,0.079646017699115,Large,Other designations,Government
555697870,20,817.667976611367,0.938906391069627,19,780.846701956117,0.000739622885017255,0,0.00147008431038587,0.000730461425368617,Niger Source,Classified Forest,National,IV,Not Reported,Designated,1945,GIN,2464.80693594747,Africa,IV,-0.000739622885017255,0.911504424778761,0.853982300884956,0.882743362831858,0.910852713178295,0.0859307698331898,FALSE,0.0973451327433628,0.507126634818702,-10.58,9.37499999999999,0.234513274336283,Medium,Other designations,Other governance
555697908,13,441.793220881147,0.817559455559894,9,320.900231177287,0.0050701332374885,0.154378006682631,0.0115446596916211,0.00647452645413265,Loky Manambato,Protected Landscape,National,V,Government-delegated management,Designated,2015,MDG,2485.61236664529,Africa,V,-0.0050701332374885,0.570796460176991,0.5,0.535398230088496,0.647286821705426,0.206104628396899,FALSE,0.384955752212389,0.507126634818702,49.6346153846154,-13.1038461538462,0.451327433628319,Medium,Protected Landscape,Government
555703462,9,518.539359088372,0.784210647225866,6,332.013816092986,0.0145660454259856,0,0.021521490622689,0.00695544519670342,Emawbum National Park,National Park,National,II,Federal or national ministry or agency,Designated,2020,MMR,1535.4906109747,Asia,II,-0.0145660454259856,0.420353982300885,0.526548672566372,0.473451327433628,0.488372093023256,0.259769754875088,FALSE,0.548672566371681,0.507126634818702,98.5611111111111,26.45,0.584070796460177,Small,National Park,Government
555704861,31,1447.24099934939,0.659995117191912,6,269.188849971297,0.166229891041063,0.639906130446741,0.27477259985202,0.108542708810957,STRATHCONA PARK,A - Park,National,II,Sub-national ministry or agency,Designated,1911,CAN,2479.60674407611,Americas,II,-0.166229891041063,0.216814159292035,0.380530973451327,0.298672566371681,0.062015503875969,0.282813846033362,FALSE,0.946902654867257,0.507126634818702,-125.717741935484,49.6306451612903,0.610619469026549,Medium,Other designations,Government
555705044,64,2535.58815260058,0.646706328431835,5,211.965465184791,0.008737889638292,0,0.0133395094695436,0.00460161983125159,Proposed Chisesaakahikan-et-de-la-Rivière-Broadback Biodiversity Reserve,Proposed biodiversity reserve,National,II,Sub-national ministry or agency,Designated,2018,CAN,4977.86706451367,Americas,II,-0.008737889638292,0.194690265486726,0.265486725663717,0.230088495575221,0.589147286821706,0.102827159526979,FALSE,0.446902654867257,0.507126634818702,-76.7953125,51.0109375,0.261061946902655,Large,Nature/Forest Reserve,Government
555705237,36,1762.84929938732,0.617432341328938,6,334.614359182436,0.0249569744580815,0,0.0503016230930471,0.0253446486349656,"Distritos Obispos, Sosa, Rojas y Bolívar del Estado Barinas, y Guanare y Guanarito del Estado Portuguesa (Guanare - Masparro)",National Hydraulic Reserve (RNH),National,VI,Collaborative governance,Designated,1974,VEN,9184.9981431652,Americas,VI,-0.0249569744580815,0.150442477876106,0.535398230088496,0.342920353982301,0.414728682170543,0.212428537865142,FALSE,0.619469026548673,0.507126634818702,-69.875,8.83333333333333,0.482300884955752,Large,Nature/Forest Reserve,Other governance
555705313,25,1575.07148204443,0.490945258299696,7,285.332430518035,0.00442477062344608,0,0.00650570478685861,0.00208093416341253,Parc National Ogooué-Lékéti,National Park,National,II,Federal or national ministry or agency,Designated,2022,COG,3460.04098948931,Africa,II,-0.00442477062344608,0.0619469026548673,0.424778761061947,0.243362831858407,0.678294573643411,0.0850693084814786,FALSE,0.349557522123894,0.507126634818702,13.946,-2.47800000000001,0.230088495575221,Medium,National Park,Government
555705344,268,9845.98004035095,0.474854846890101,21,981.625943012267,0.00402964362111477,0,0.00792454205682763,0.00389489843571286,Niassa,Special Reserve,National,VI,Collaborative governance,Designated,1954,MOZ,38188.5812658994,Africa,VI,-0.00402964362111477,0.0530973451327434,0.911504424778761,0.482300884955752,0.693798449612403,0.16005560341452,FALSE,0.331858407079646,0.507126634818702,37.1190298507463,-12.235447761194,0.371681415929204,Large,Nature/Forest Reserve,Other governance
555705345,21,1063.13170179473,0.762820034460796,8,339.973971792655,0.0120219596863882,0,0.0177421294625893,0.00572016977620102,Chimanimani,Buffer Zone,National,VI,Federal or national ministry or agency,Designated,2003,MOZ,1710.02987360171,Africa,VI,-0.0120219596863882,0.371681415929204,0.539823008849558,0.455752212389381,0.534883720930233,0.229892708904378,FALSE,0.504424778761062,0.507126634818702,33.1261904761905,-19.7833333333333,0.513274336283186,Medium,Other designations,Government
555707653,13,202.225991254097,0.807780015848079,9,144.977532357407,0.00364781050779108,0.109317581137122,0.00536190482413532,0.00171409431634424,Alhanaj,National Park,National,II,Federal or national ministry or agency,Designated,1999,RUS,1450.69442371706,Europe,II,-0.00364781050779108,0.526548672566372,0.106194690265487,0.316371681415929,0.709302325581395,0.0993911034536769,FALSE,0.314159292035398,0.507126634818702,113.142307692308,50.9192307692308,0.256637168141593,Small,National Park,Government
555707934,128,5176.33730842479,0.911189896938332,119,4882.18471658606,0.000165242483847835,0,0.00065130297752645,0.000486060493678614,Olekminskij,State Natural Zapovednik,National,Ia,Federal or national ministry or agency,Designated,1984,RUS,8513.60691381824,Europe,Ia,-0.000165242483847835,0.836283185840708,0.995575221238938,0.915929203539823,0.992248062015504,0.00810556817291879,FALSE,0.00884955752212389,0.507126634818702,122.2578125,58.68359375,0.0176991150442478,Large,Other designations,Government
555708059,35,1509.27925082564,0.465588328023493,5,257.037184208653,0.000911237296585179,0,0.00181166090935019,0.000900423612765014,Badzhal`skij,State Natural Zakaznik,National,IV,Federal or national ministry or agency,Designated,1987,RUS,2816.15659753007,Europe,IV,-0.000911237296585179,0.0486725663716814,0.349557522123894,0.199115044247788,0.891472868217054,0.0237880805074791,FALSE,0.119469026548673,0.507126634818702,134.781428571429,50.8671428571429,0.0707964601769912,Medium,Other designations,Government
555708526,35,1444.71919359146,0.588361046018225,6,186.071244134231,0.000155038295372214,0,0.000307947855315448,0.000152909559943235,Harpinskij,State Natural Zakaznik,National,IV,Sub-national ministry or agency,Designated,1979,RUS,2974.92654013758,Europe,IV,-0.000155038295372214,0.128318584070796,0.212389380530973,0.170353982300885,0.996124031007752,0.000753778682747279,FALSE,0.00442477876106195,0.507126634818702,137.224285714286,51.5614285714286,0.00442477876106195,Medium,Other designations,Government
555708543,40,1882.87785933791,0.345180787646705,5,226.79482246479,0.00113415331176777,0,0.00219269004862762,0.00105853673685985,Gurskij,State Natural Zakaznik,National,IV,Sub-national ministry or agency,Designated,1990,RUS,2606.05404360415,Europe,IV,-0.00113415331176777,0.00884955752212389,0.283185840707965,0.146017699115044,0.883720930232558,0.0187367843997181,FALSE,0.128318584070796,0.507126634818702,137.81,49.965,0.0530973451327434,Medium,Other designations,Government
555708870,13,510.369249784988,0.954441851444509,13,510.369249784988,0.000706056311084441,0,0.00140318910855501,0.00069713279747057,Reka Udochka,State Natural Zakaznik,National,IV,Sub-national ministry or agency,Designated,1983,RUS,1051.10070654799,Europe,IV,-0.000706056311084441,0.951327433628319,0.747787610619469,0.849557522123894,0.918604651162791,0.0751820816038844,FALSE,0.0884955752212389,0.507126634818702,156.919230769231,52.4576923076923,0.199115044247788,Small,Other designations,Government
555708963,28,825.87480092143,0.929192310205287,28,825.87480092143,0.000335283141127151,0,0.000655135103560527,0.000319851962433376,Amma,Resource Reserve,National,VI,Sub-national ministry or agency,Designated,1999,RUS,6882.46770451509,Europe,VI,-0.000335283141127151,0.889380530973451,0.871681415929204,0.880530973451327,0.968992248062015,0.0311692379982771,FALSE,0.0353982300884956,0.507126634818702,129.642857142857,59.9642857142857,0.0929203539823009,Large,Nature/Forest Reserve,Government
555708979,6,312.231207133836,0.842615573049466,5,249.044594342949,0.00115318019442761,0,0.00229283993117239,0.00113965973674478,Mopau,State Natural Zakaznik,National,IV,Sub-national ministry or agency,Designated,1999,RUS,536.271605467364,Europe,IV,-0.00115318019442761,0.632743362831858,0.336283185840708,0.484513274336283,0.87984496124031,0.064315921372073,FALSE,0.132743362831858,0.507126634818702,138.85,49.1666666666667,0.172566371681416,Small,Other designations,Government
555708991,19,819.926806248333,0.768856931899,10,439.279047980784,0.000278019853928415,0,0.000552384905992821,0.000274365052064407,Dublikanskij,State Natural Zakaznik,National,IV,Sub-national ministry or agency,Designated,1981,RUS,1380.94228446982,Europe,IV,-0.000278019853928415,0.380530973451327,0.668141592920354,0.524336283185841,0.976744186046512,0.0139204322969692,FALSE,0.0265486725663717,0.507126634818702,132.981578947368,50.7394736842105,0.0353982300884956,Small,Other designations,Government
555709053,12,514.472447696564,0.893428066003994,10,437.897241527193,0.000792263227912503,0,0.00157464037347178,0.000782377145559272,Nauchno-issledovatel`skij stacionar Sobolevskij,State Natural Zakaznik,National,IV,Sub-national ministry or agency,Designated,1996,RUS,836.340028425754,Europe,IV,-0.000792263227912503,0.805309734513274,0.663716814159292,0.734513274336283,0.906976744186047,0.0747513509280288,FALSE,0.101769911504425,0.507126634818702,156.908333333333,54.3583333333333,0.194690265486726,Small,Other designations,Government
555709158,89,3219.76572212926,0.456557570806332,5,128.22309295761,0.00461993286059071,0,0.00717111817650618,0.00255118531591548,CHikoj,National Park,National,Ib,Federal or national ministry or agency,Designated,2014,RUS,6671.60036756299,Europe,Ib,-0.00461993286059071,0.0442477876106195,0.084070796460177,0.0641592920353982,0.666666666666667,0.0232790351632861,FALSE,0.36283185840708,0.507126634818702,110.07808988764,49.9432584269663,0.0663716814159292,Large,National Park,Government
555709167,133,8416.67396793945,0.137423708065647,5,239.193573864631,0.00246989791302013,0,0.00382282114539375,0.00135292323237362,Bikin,National Park,National,Ib,Federal or national ministry or agency,Designated,2015,RUS,11612.2273698325,Europe,Ib,-0.00246989791302013,0,0.323008849557522,0.161504424778761,0.771317829457364,0.0407334168689796,FALSE,0.252212389380531,0.507126634818702,136.925187969925,46.6966165413534,0.115044247787611,Large,National Park,Government
555710956,16,485.991896281327,0.970147195233439,16,485.991896281327,0.000198487961931199,0,0.000394269489554287,0.000195781527623088,Lopchinskij,State Natural Zakaznik,National,IV,Sub-national ministry or agency,Designated,1976,RUS,1431.8625072195,Europe,IV,-0.000198487961931199,0.982300884955752,0.721238938053097,0.851769911504425,0.988372093023256,0.0113066802412092,FALSE,0.0132743362831858,0.507126634818702,122.3125,55.63125,0.0265486725663717,Small,Other designations,Government
555711615,6,99.2440915235249,0.867358094556964,5,77.0096150123499,0.000546290892084719,0,0.00108550626530714,0.000539215373222423,Nikishinskij,State Natural Zakaznik,National,IV,Sub-national ministry or agency,Designated,1981,RUS,645.624861318172,Europe,IV,-0.000546290892084719,0.725663716814159,0.00442477876106195,0.365044247787611,0.941860465116279,0.0226133604824184,FALSE,0.0619469026548673,0.507126634818702,114.183333333333,52.3666666666667,0.0619469026548673,Small,Other designations,Government
555711629,12,267.103950644261,0.791302193553271,7,134.013314341139,0.000463341048934854,0,0.000920599195607079,0.000457258146672225,CHitinskij,State Natural Zakaznik,National,IV,Sub-national ministry or agency,Designated,1981,RUS,1228.10213262933,Europe,IV,-0.000463341048934854,0.438053097345133,0.0929203539823009,0.265486725663717,0.949612403100775,0.0140966403007283,FALSE,0.0530973451327434,0.507126634818702,114.358333333333,52.65,0.0398230088495575,Small,Other designations,Government
555711817,8,275.996763512075,0.911610289299312,8,275.996763512075,0.000708354555251008,0,0.00140777967213173,0.000699425116880721,Olenij dol,State Natural Zakaznik,National,IV,Sub-national ministry or agency,Designated,1995,RUS,709.107616091982,Europe,IV,-0.000708354555251008,0.84070796460177,0.398230088495575,0.619469026548673,0.914728682170543,0.057561281227974,FALSE,0.0929203539823009,0.507126634818702,157.65,52.5,0.15929203539823,Small,Other designations,Government
555711873,58,1339.86869804964,0.655083710398638,8,167.659020991015,0.00146557008620648,0,0.00596371110537504,0.00449814101916855,Magadanskij,State Natural Zapovednik,National,Ia,Federal or national ministry or agency,Designated,1982,RUS,8970.44305150712,Europe,Ia,-0.00146557008620648,0.212389380530973,0.154867256637168,0.183628318584071,0.848837209302326,0.0300630433080116,FALSE,0.163716814159292,0.507126634818702,148.877586206897,59.7103448275862,0.084070796460177,Large,Other designations,Government
555711990,132,3689.4259739113,0.984888271054922,132,3689.4259739113,0.000389728314057952,0,0.000761653539915568,0.000371925225857616,Verhneamginskij,Resource Reserve,National,VI,Sub-national ministry or agency,Designated,1995,RUS,10394.8088021904,Europe,VI,-0.000389728314057952,1,0.982300884955752,0.991150442477876,0.961240310077519,0.0438562142689326,FALSE,0.0442477876106195,0.507126634818702,125.741666666667,59.7537878787879,0.123893805309735,Large,Nature/Forest Reserve,Government
555712016,47,1360.0588816791,0.628145580093414,21,637.049084648919,0.00142374434389942,0,0.00278495435822437,0.00136121001432496,Ungra,Resource Reserve,National,VI,Sub-national ministry or agency,Designated,1979,RUS,3600.22933056643,Europe,VI,-0.00142374434389942,0.168141592920354,0.79646017699115,0.482300884955752,0.852713178294574,0.0768266896389694,FALSE,0.15929203539823,0.507126634818702,123.881914893617,57.018085106383,0.207964601769912,Medium,Nature/Forest Reserve,Government
555712020,44,1627.43496588585,0.407218734914049,5,172.149992042557,0.000218249435107377,0,0.000426308332294332,0.000208058897186955,Dzhanda,Resource Reserve,National,VI,Sub-national ministry or agency,Designated,1997,RUS,3070.30995018676,Europe,VI,-0.000218249435107377,0.0309734513274336,0.172566371681416,0.101769911504425,0.984496124031008,0.00180123737175973,FALSE,0.0176991150442478,0.507126634818702,131.859090909091,58.575,0.0132743362831858,Medium,Nature/Forest Reserve,Government
555712021,25,664.114145802114,0.938252330843172,25,664.114145802114,0.000655705961066828,0,0.00128173397807695,0.000626028017010124,Kyrbykan,Resource Reserve,National,VI,Sub-national ministry or agency,Designated,1999,RUS,5663.78539990893,Europe,VI,-0.000655705961066828,0.907079646017699,0.809734513274336,0.858407079646018,0.926356589147287,0.0683687054585324,FALSE,0.079646017699115,0.507126634818702,128.082,59.922,0.18141592920354,Large,Nature/Forest Reserve,Government
555712022,14,440.091908287187,0.967199240589201,14,440.091908287187,0.000447533945212186,0,0.00087453269479252,0.000426998749580334,Munduruchchu,Resource Reserve,National,VI,Sub-national ministry or agency,Designated,1996,RUS,4505.53476044985,Europe,VI,-0.000447533945212186,0.97787610619469,0.672566371681416,0.825221238938053,0.957364341085271,0.0401656355235336,FALSE,0.0486725663716814,0.507126634818702,128.7,59.95,0.110619469026549,Large,Nature/Forest Reserve,Government
555712023,40,571.188155992677,0.7041322401693,22,251.90268673381,0.000882853328697873,0,0.00172725287614999,0.000844399547452114,Nimnyr,Resource Reserve,National,VI,Sub-national ministry or agency,Designated,1999,RUS,4443.41665856416,Europe,VI,-0.000882853328697873,0.261061946902655,0.34070796460177,0.300884955752212,0.895348837209302,0.0346150834051218,FALSE,0.115044247787611,0.507126634818702,125.87,57.955,0.101769911504425,Large,Nature/Forest Reserve,Government
555712024,44,1225.31424529836,0.958161698172309,44,1225.31424529836,0.000482503815287828,0,0.000942975315581175,0.000460471500293347,Tyylaah,Resource Reserve,National,VI,Sub-national ministry or agency,Designated,1999,RUS,2538.66841354009,Europe,VI,-0.000482503815287828,0.960176991150442,0.933628318584071,0.946902654867257,0.945736434108527,0.0544678518286475,FALSE,0.0575221238938053,0.507126634818702,123.515909090909,58.4477272727273,0.154867256637168,Medium,Nature/Forest Reserve,Government
555712025,31,943.533227297173,0.966987670354873,31,943.533227297173,0.00135044934934018,0,0.00264258125222644,0.00129213190288626,Ulahan-Tala,Resource Reserve,National,VI,Sub-national ministry or agency,Designated,1997,RUS,1919.96920061398,Europe,VI,-0.00135044934934018,0.973451327433628,0.898230088495575,0.935840707964602,0.86046511627907,0.144931083091863,FALSE,0.154867256637168,0.507126634818702,124.420967741936,58.7629032258065,0.336283185840708,Medium,Nature/Forest Reserve,Government
555712037,104,3191.51794513787,0.401081793687119,11,290.350962668473,0.000358926412387058,0,0.000701219007131515,0.000342292594744457,Vostok,Resource Reserve,National,VI,Sub-national ministry or agency,Designated,1999,RUS,7677.0714755464,Europe,VI,-0.000358926412387058,0.0265486725663717,0.442477876106195,0.234513274336283,0.965116279069768,0.00933902419923252,FALSE,0.0398230088495575,0.507126634818702,129.365384615385,55.9288461538462,0.0221238938053097,Large,Nature/Forest Reserve,Government
555712038,37,656.237442076731,0.644471484351794,14,175.725784456204,0.00149543852379711,0,0.00292739119377961,0.0014319526699825,Hatymi,Resource Reserve,National,VI,Sub-national ministry or agency,Designated,1999,RUS,4226.29658139777,Europe,VI,-0.00149543852379711,0.185840707964602,0.18141592920354,0.183628318584071,0.844961240310077,0.0308755579920119,FALSE,0.168141592920354,0.507126634818702,125.687837837838,57.3148648648649,0.0884955752212389,Large,Nature/Forest Reserve,Government
555712164,9,100.820631295558,0.904230429625516,8,92.0390806088673,0.00828171678918576,0,0.0122260812706225,0.00394436448143677,Ivano-Arahlejskij,Natural Park,National,II,Sub-national ministry or agency,Designated,2014,RUS,2092.95055038565,Europe,II,-0.00828171678918576,0.827433628318584,0.0265486725663717,0.426991150442478,0.596899224806202,0.187044795990289,FALSE,0.438053097345133,0.507126634818702,112.661111111111,52.1277777777778,0.411504424778761,Medium,Other designations,Government
555712387,20,802.175266834422,0.898176594296389,17,715.468285140874,0.00120721911642594,0,0.00240099453460745,0.00119377541818151,Reka Kol`,State Natural Zakaznik,National,IV,Sub-national ministry or agency,Designated,2006,RUS,2199.5368255059,Europe,IV,-0.00120721911642594,0.814159292035398,0.827433628318584,0.820796460176991,0.875968992248062,0.112587125068525,FALSE,0.13716814159292,0.507126634818702,156.735,53.86,0.287610619469027,Medium,Other designations,Government
555712746,33,1992.74551744048,0.479115478929648,11,643.858620659771,0.000649188682753049,0,0.00262975132078591,0.00198056263803286,Botchinskij,State Natural Zapovednik,National,Ia,Federal or national ministry or agency,Designated,1994,RUS,2726.17391694978,Europe,Ia,-0.000649188682753049,0.0575221238938053,0.800884955752212,0.429203539823009,0.930232558139535,0.0322852220220847,FALSE,0.0752212389380531,0.507126634818702,139.140909090909,48.1227272727273,0.0973451327433628,Medium,Other designations,Government
555713248,5,88.2550071569121,0.924487336310104,5,88.2550071569121,0.00885152314089217,0.415118959191252,0.0173280915355142,0.00847656839462201,CHinetinskij,State Natural Zakaznik,National,IV,Sub-national ministry or agency,Designated,1976,RUS,650.235410088285,Europe,IV,-0.00885152314089217,0.871681415929204,0.0221238938053097,0.446902654867257,0.577519379844961,0.20367687367844,FALSE,0.455752212389381,0.507126634818702,83.05,51.23,0.446902654867257,Small,Other designations,Government
555713635,7,241.877691488875,0.965291041596442,7,241.877691488875,0.00963139208044831,0.157250768933697,0.0138115972687519,0.00418020518830358,Bobrovyj,State Natural Zakaznik,National,IV,Sub-national ministry or agency,Designated,1994,RUS,400.038072388228,Europe,IV,-0.00963139208044831,0.969026548672566,0.327433628318584,0.648230088495575,0.565891472868217,0.304037121152792,FALSE,0.469026548672566,0.507126634818702,158.635714285714,54.6214285714286,0.646017699115044,Small,Other designations,Government
555713695,8,235.965593875758,0.860000241351696,5,169.74797593474,0.00155425114739862,0,0.00309258346375262,0.001538332316354,Timonovskij,State Natural Zakaznik,National,IV,Sub-national ministry or agency,Designated,1983,RUS,729.35288213879,Europe,IV,-0.00155425114739862,0.707964601769912,0.163716814159292,0.435840707964602,0.84108527131783,0.0752114496045109,FALSE,0.172566371681416,0.507126634818702,158.2875,53.8125,0.20353982300885,Small,Other designations,Government
555714414,87,3175.9077886865,0.374311387737968,7,140.603018475834,0.00022152331880874,0,0.000440051819221795,0.000218528500413055,Lyuksini,The Quiet Zone,National,IV,Sub-national ministry or agency,Designated,1999,RUS,5662.48072659437,Europe,IV,-0.00022152331880874,0.0176991150442478,0.0973451327433628,0.0575221238938053,0.98062015503876,0.00127261336048242,FALSE,0.0221238938053097,0.507126634818702,109.963793103448,59.5086206896552,0.00884955752212389,Large,Other designations,Government
555715672,9,374.109169309991,0.88444414621529,8,344.353995560107,0.0206674737321453,0,0.0405547280013494,0.0198872542692041,Área De Proteção Ambiental Litoral Norte,Environmental Protection Area,National,V,Sub-national ministry or agency,Designated,1992,BRA,1371.83018872409,Americas,V,-0.0206674737321453,0.792035398230089,0.548672566371681,0.670353982300885,0.441860465116279,0.400432688542564,FALSE,0.597345132743363,0.507126634818702,-37.7277777777778,-12.0277777777778,0.79646017699115,Small,Other designations,Government
555715998,5,192.882940579564,0.974157727869505,5,192.882940579564,0.00155548978215781,0,0.00228349687425241,0.000728007092094602,Drumlins-du-Lac-Clérac Biodiversity Reserve,Biodiversity reserve,National,II,Sub-national ministry or agency,Designated,2020,CAN,449.02389439536,Americas,II,-0.00155548978215781,0.986725663716814,0.234513274336283,0.610619469026549,0.837209302325582,0.108074242305584,FALSE,0.176991150442478,0.507126634818702,-72.91,50.61,0.269911504424779,Small,Nature/Forest Reserve,Government
555721641,20,803.206411264766,0.752385763435923,5,175.540363984641,0.0012931670347417,0,0.00189820338871079,0.000605036353969087,Deddessa,National Park,National,II,Sub-national ministry or agency,Designated,2017,ETH,2338.33040168478,Africa,II,-0.0012931670347417,0.34070796460177,0.176991150442478,0.258849557522124,0.868217054263566,0.0377966168063278,FALSE,0.146017699115044,0.507126634818702,35.955,9.62499999999999,0.106194690265487,Medium,National Park,Government
555744512,40,915.961517801935,0.645106461743135,8,166.533997021463,0.00061722656462316,0,0.000905864684304536,0.000288638119681376,Pipunishiwin Saahkamiishtiku Territorial reserve for protected area purposes,Land reserved for protected area,National,II,Sub-national ministry or agency,Established,2020,CAN,5085.86785906769,Americas,II,-0.00061722656462316,0.190265486725664,0.150442477876106,0.170353982300885,0.934108527131783,0.0120604589239565,FALSE,0.0707964601769912,0.507126634818702,-73.22,52.7925,0.0309734513274336,Large,Nature/Forest Reserve,Government
555744526,8,296.341500981078,0.831977352674194,5,163.734008557612,0.0154408570542448,0,0.0228298935297321,0.00738903647548733,Aashukan Territorial reserve for protected area purposes,Land reserved for protected area,National,II,Sub-national ministry or agency,Established,2020,CAN,1009.9524554802,Americas,II,-0.0154408570542448,0.610619469026549,0.13716814159292,0.373893805309735,0.472868217054264,0.211762863184274,FALSE,0.566371681415929,0.507126634818702,-75.35,51.2,0.47787610619469,Small,Nature/Forest Reserve,Government
555759266,36,489.943772380388,0.787567488142043,20,260.537593150152,0.124737358317496,0.245929027497759,0.212044075839575,0.0873067175220786,Olkola,Indigenous Protected Area,National,II,Indigenous Peoples,Designated,2022,AUS,6796.59881666527,Oceania,II,-0.124737358317496,0.424778761061947,0.353982300884956,0.389380530973451,0.131782945736434,0.34458454068447,FALSE,0.88495575221239,0.507126634818702,143.119444444444,-15.2194444444444,0.734513274336283,Large,Other designations,Community/Indigenous
555759399,12,262.917812151791,0.802684925439633,7,146.211603958485,0.0389596052552042,0,0.0820593036325418,0.0430996983773376,Wik,Indigenous Protected Area,National,IV,Indigenous Peoples,Designated,2023,AUS,1562.12962199833,Oceania,IV,-0.0389596052552042,0.469026548672566,0.110619469026549,0.289823008849558,0.344961240310078,0.198772417573812,FALSE,0.685840707964602,0.507126634818702,141.791666666667,-13.575,0.429203539823009,Small,Other designations,Community/Indigenous
555782800,54,1863.92135354701,0.707261475970795,18,537.941676226897,0.161992125923177,0.533622055527348,0.646481955178019,0.484489829254842,Catchment Reserve Protection Area,Catchment Reserve Protection Area,National,IV,Sub-national ministry or agency,Designated,2009,KOR,3052.33177064894,Asia,IV,-0.161992125923177,0.265486725663717,0.756637168141593,0.511061946902655,0.0736434108527132,0.479403242227269,FALSE,0.938053097345133,0.507126634818702,127.755555555556,36.8833333333333,0.867256637168142,Medium,Nature/Forest Reserve,Government
555783071,7,323.169434193347,0.95424461426842,7,323.169434193347,0.0514757971551718,0,0.106816629663856,0.0553408325086839,Bosque Seco del Occidente Antioqueño,Integrated Management Regional Districts,National,VI,Sub-national ministry or agency,Designated,2021,COL,701.026474606603,Americas,VI,-0.0514757971551718,0.942477876106195,0.508849557522124,0.725663716814159,0.302325581395349,0.52658782990054,TRUE,0.725663716814159,0.507126634818702,-75.8214285714286,6.64999999999999,0.911504424778761,Small,Other designations,Government
555783613,9,1040.24836314826,0.928183439198948,9,1040.24836314826,0.00133977585451508,0,0.0030356208315579,0.00169584497704282,Área De Proteção Ambiental Do Rio Pardo,Environmental Protection Area,National,V,Sub-national ministry or agency,Designated,2010,BRA,1138.1320932199,Americas,V,-0.00133977585451508,0.880530973451327,0.915929203539823,0.898230088495575,0.864341085271318,0.135131960216148,FALSE,0.150442477876106,0.507126634818702,-63.8611111111111,-9.68333333333334,0.31858407079646,Small,Other designations,Government
555783615,6,193.380719352206,0.976531511802581,6,193.380719352206,0.0542529691925213,0.183621863132737,0.134282078001333,0.0800291088088114,Área De Proteção Ambiental Joanes - Ipitanga,Environmental Protection Area,National,V,Sub-national ministry or agency,Designated,1999,BRA,663.039524983745,Americas,V,-0.0542529691925213,0.991150442477876,0.238938053097345,0.615044247787611,0.294573643410853,0.44903672957945,FALSE,0.730088495575221,0.507126634818702,-38.4166666666667,-12.6833333333333,0.84070796460177,Small,Other designations,Government
555784094,19,1202.28842923382,0.758700444085453,10,584.396018194086,0.0110665484454177,0,0.0168276033312493,0.00576105488583157,Complexe Parc national de Taï - Réserve naturelle partielle de faune du N'Zo,National Park-Partial Fauna Reserve Complex,National,IV,Government-delegated management,Designated,1972,CIV,5358.77475943599,Africa,IV,-0.0110665484454177,0.353982300884956,0.778761061946903,0.566371681415929,0.550387596899225,0.275667632547576,FALSE,0.486725663716814,0.507126634818702,-7.16052631578946,5.74473684210526,0.606194690265487,Large,National Park,Government
